template_id,segment_id,lifecycle_stage,goal,theme,notification_window,total_sends,total_opens,total_engagements,ctr,engagement_rate,uninstall_rate,performance_status
TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_05,SEG_01,paid,engagement,empowerment,evening,4802,279,27,0.0581,0.1000,0.0369,BAD
TPL_SEG_01_OVERCOMING_THE_SLUMP_01,SEG_01,paid,engagement,empowerment,evening,2142,175,59,0.0820,0.3403,0.0223,NEUTRAL
TPL_SEG_01_OVERCOMING_THE_SLUMP_02,SEG_01,paid,engagement,empowerment,evening,2733,182,20,0.0668,0.1140,0.0397,BAD
TPL_SEG_01_OVERCOMING_THE_SLUMP_03,SEG_01,paid,engagement,empowerment,evening,832,42,10,0.0508,0.2548,0.0089,NEUTRAL
TPL_SEG_01_OVERCOMING_THE_SLUMP_04,SEG_01,paid,engagement,empowerment,evening,4952,1646,1027,0.3325,0.6240,0.0053,GOOD
TPL_SEG_01_OVERCOMING_THE_SLUMP_05,SEG_01,paid,engagement,empowerment,evening,2520,568,295,0.2256,0.5199,0.0118,GOOD
TPL_SEG_01_ROI_DEMONSTRATION_01,SEG_01,paid,engagement,empowerment,evening,2185,181,88,0.0830,0.4903,0.0212,NEUTRAL
TPL_SEG_01_ROI_DEMONSTRATION_02,SEG_01,paid,engagement,empowerment,evening,1809,35,3,0.0196,0.1003,0.0240,BAD
TPL_SEG_01_ROI_DEMONSTRATION_03,SEG_01,paid,engagement,empowerment,evening,1070,60,21,0.0565,0.3569,0.0215,NEUTRAL
TPL_SEG_01_ROI_DEMONSTRATION_04,SEG_01,paid,engagement,empowerment,evening,2834,278,132,0.0984,0.4765,0.0229,NEUTRAL
TPL_SEG_01_ROI_DEMONSTRATION_05,SEG_01,paid,engagement,empowerment,evening,3913,1122,504,0.2869,0.4498,0.0062,GOOD
TPL_SEG_01_RETENTION___RENEWAL_01,SEG_01,paid,engagement,empowerment,evening,4726,271,23,0.0574,0.0866,0.0175,BAD
TPL_SEG_01_RETENTION___RENEWAL_02,SEG_01,paid,engagement,empowerment,evening,949,50,20,0.0536,0.4042,0.0117,NEUTRAL
TPL_SEG_01_RETENTION___RENEWAL_03,SEG_01,paid,engagement,empowerment,evening,1496,99,50,0.0666,0.5093,0.0181,NEUTRAL
TPL_SEG_01_RETENTION___RENEWAL_04,SEG_01,paid,engagement,empowerment,evening,3360,882,517,0.2626,0.5870,0.0032,GOOD
TPL_SEG_01_RETENTION___RENEWAL_05,SEG_01,paid,engagement,empowerment,evening,1877,38,11,0.0203,0.2923,0.0266,BAD
TPL_SEG_02_PREMIUM_AFFIRMATION_01,SEG_02,paid,engagement,empowerment,evening,1249,75,40,0.0607,0.5404,0.0088,NEUTRAL
TPL_SEG_02_PREMIUM_AFFIRMATION_02,SEG_02,paid,engagement,empowerment,evening,3569,295,31,0.0827,0.1077,0.0305,BAD
TPL_SEG_02_PREMIUM_AFFIRMATION_03,SEG_02,paid,engagement,empowerment,evening,4217,221,42,0.0525,0.1914,0.0235,BAD
TPL_SEG_02_PREMIUM_AFFIRMATION_04,SEG_02,paid,engagement,empowerment,evening,4647,1482,891,0.3190,0.6014,0.0052,GOOD
TPL_SEG_02_PREMIUM_AFFIRMATION_05,SEG_02,paid,engagement,empowerment,evening,4868,285,47,0.0588,0.1654,0.0351,BAD
TPL_SEG_02_DEEP_IMMERSION_01,SEG_02,paid,engagement,empowerment,evening,2458,547,224,0.2228,0.4110,0.0032,GOOD
TPL_SEG_02_DEEP_IMMERSION_02,SEG_02,paid,engagement,empowerment,evening,1228,17,3,0.0141,0.1920,0.0185,BAD
TPL_SEG_02_DEEP_IMMERSION_03,SEG_02,paid,engagement,empowerment,evening,3781,182,26,0.0484,0.1444,0.0197,BAD
TPL_SEG_02_DEEP_IMMERSION_04,SEG_02,paid,engagement,empowerment,evening,1020,12,3,0.0121,0.2522,0.0385,BAD
TPL_SEG_02_DEEP_IMMERSION_05,SEG_02,paid,engagement,empowerment,evening,4866,285,34,0.0587,0.1202,0.0395,BAD
TPL_SEG_02_SOCIAL___EXPANSION_DRIVE_01,SEG_02,paid,engagement,empowerment,evening,4767,275,43,0.0578,0.1568,0.0309,BAD
TPL_SEG_02_SOCIAL___EXPANSION_DRIVE_02,SEG_02,paid,engagement,empowerment,evening,866,9,1,0.0106,0.1930,0.0209,BAD
TPL_SEG_02_SOCIAL___EXPANSION_DRIVE_03,SEG_02,paid,engagement,empowerment,evening,4756,1013,400,0.2130,0.3958,0.0119,NEUTRAL
TPL_SEG_02_SOCIAL___EXPANSION_DRIVE_04,SEG_02,paid,engagement,empowerment,evening,983,11,3,0.0118,0.3382,0.0168,BAD
TPL_SEG_02_SOCIAL___EXPANSION_DRIVE_05,SEG_02,paid,engagement,empowerment,evening,3902,1117,589,0.2863,0.5278,0.0025,GOOD
TPL_SEG_02_OVERCOMING_THE_SLUMP_01,SEG_02,paid,engagement,empowerment,evening,4406,239,47,0.0543,0.1980,0.0316,BAD
TPL_SEG_02_OVERCOMING_THE_SLUMP_02,SEG_02,paid,engagement,empowerment,evening,1030,164,91,0.1601,0.5605,0.0032,GOOD
TPL_SEG_02_OVERCOMING_THE_SLUMP_03,SEG_02,paid,engagement,empowerment,evening,2749,265,114,0.0964,0.4302,0.0168,NEUTRAL
TPL_SEG_02_OVERCOMING_THE_SLUMP_04,SEG_02,paid,engagement,empowerment,evening,2190,182,91,0.0831,0.5051,0.0132,NEUTRAL
TPL_SEG_02_OVERCOMING_THE_SLUMP_05,SEG_02,paid,engagement,empowerment,evening,1587,292,186,0.1846,0.6399,0.0113,GOOD
TPL_SEG_02_ROI_DEMONSTRATION_01,SEG_02,paid,engagement,empowerment,evening,2362,516,257,0.2186,0.5000,0.0067,GOOD
TPL_SEG_02_ROI_DEMONSTRATION_02,SEG_02,paid,engagement,empowerment,evening,3941,1135,646,0.2880,0.5693,0.0024,GOOD
TPL_SEG_02_ROI_DEMONSTRATION_03,SEG_02,paid,engagement,empowerment,evening,3541,957,455,0.2704,0.4763,0.0082,GOOD
TPL_SEG_02_ROI_DEMONSTRATION_04,SEG_02,paid,engagement,empowerment,evening,3778,699,272,0.1851,0.3897,0.0142,NEUTRAL
TPL_SEG_02_ROI_DEMONSTRATION_05,SEG_02,paid,engagement,empowerment,evening,2618,601,375,0.2299,0.6244,0.0037,GOOD
TPL_SEG_02_RETENTION___RENEWAL_01,SEG_02,paid,engagement,empowerment,evening,2108,437,238,0.2075,0.5448,0.0130,GOOD
TPL_SEG_02_RETENTION___RENEWAL_02,SEG_02,paid,engagement,empowerment,evening,1367,239,155,0.1749,0.6512,0.0044,GOOD
TPL_SEG_02_RETENTION___RENEWAL_03,SEG_02,paid,engagement,empowerment,evening,3370,886,487,0.2629,0.5501,0.0098,GOOD
TPL_SEG_02_RETENTION___RENEWAL_04,SEG_02,paid,engagement,empowerment,evening,3789,702,155,0.1854,0.2215,0.0100,NEUTRAL
TPL_SEG_02_RETENTION___RENEWAL_05,SEG_02,paid,engagement,empowerment,evening,2321,56,15,0.0245,0.2718,0.0221,BAD
TPL_SEG_04_PREMIUM_AFFIRMATION_01,SEG_04,paid,engagement,empowerment,evening,4803,1029,261,0.2144,0.2539,0.0121,NEUTRAL
TPL_SEG_04_PREMIUM_AFFIRMATION_02,SEG_04,paid,engagement,empowerment,evening,1221,205,115,0.1684,0.5625,0.0073,GOOD
TPL_SEG_04_PREMIUM_AFFIRMATION_03,SEG_04,paid,engagement,empowerment,evening,4890,1606,850,0.3285,0.5293,0.0139,GOOD
TPL_SEG_04_PREMIUM_AFFIRMATION_04,SEG_04,paid,engagement,empowerment,evening,4538,252,38,0.0556,0.1535,0.0385,BAD
TPL_SEG_04_PREMIUM_AFFIRMATION_05,SEG_04,paid,engagement,empowerment,evening,3459,920,603,0.2661,0.6564,0.0086,GOOD
TPL_SEG_04_DEEP_IMMERSION_01,SEG_04,paid,engagement,empowerment,evening,4870,1595,816,0.3277,0.5121,0.0126,GOOD
TPL_SEG_04_DEEP_IMMERSION_02,SEG_04,paid,engagement,empowerment,evening,3405,271,24,0.0796,0.0886,0.0211,BAD
TPL_SEG_04_DEEP_IMMERSION_03,SEG_04,paid,engagement,empowerment,evening,3859,1094,559,0.2835,0.5116,0.0084,GOOD
TPL_SEG_04_DEEP_IMMERSION_04,SEG_04,paid,engagement,empowerment,evening,1728,32,7,0.0188,0.2329,0.0319,BAD
TPL_SEG_04_DEEP_IMMERSION_05,SEG_04,paid,engagement,empowerment,evening,4706,995,306,0.2116,0.3079,0.0137,NEUTRAL
TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_01,SEG_04,paid,engagement,empowerment,evening,1902,376,186,0.1981,0.4954,0.0114,GOOD
TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_02,SEG_04,paid,engagement,empowerment,evening,2118,172,69,0.0814,0.4021,0.0200,NEUTRAL
TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_03,SEG_04,paid,engagement,empowerment,evening,1168,194,111,0.1661,0.5749,0.0034,GOOD
TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_04,SEG_04,paid,engagement,empowerment,evening,3790,183,20,0.0485,0.1101,0.0301,BAD
TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_05,SEG_04,paid,engagement,empowerment,evening,2207,466,247,0.2114,0.5301,0.0045,GOOD
TPL_SEG_04_OVERCOMING_THE_SLUMP_01,SEG_04,paid,engagement,empowerment,evening,4015,203,21,0.0506,0.1046,0.0375,BAD
TPL_SEG_04_OVERCOMING_THE_SLUMP_02,SEG_04,paid,engagement,empowerment,evening,2404,60,10,0.0253,0.1673,0.0173,BAD
TPL_SEG_04_OVERCOMING_THE_SLUMP_03,SEG_04,paid,engagement,empowerment,evening,3844,188,28,0.0490,0.1515,0.0155,BAD
TPL_SEG_04_OVERCOMING_THE_SLUMP_04,SEG_04,paid,engagement,empowerment,evening,1160,15,1,0.0134,0.1224,0.0364,BAD
TPL_SEG_04_OVERCOMING_THE_SLUMP_05,SEG_04,paid,engagement,empowerment,evening,1155,15,1,0.0134,0.1232,0.0377,BAD
TPL_SEG_04_ROI_DEMONSTRATION_01,SEG_04,paid,engagement,empowerment,evening,4392,238,20,0.0542,0.0865,0.0173,BAD
TPL_SEG_04_ROI_DEMONSTRATION_02,SEG_04,paid,engagement,empowerment,evening,2619,600,389,0.2294,0.6484,0.0026,GOOD
TPL_SEG_04_ROI_DEMONSTRATION_03,SEG_04,paid,engagement,empowerment,evening,3232,246,45,0.0763,0.1854,0.0164,BAD
TPL_SEG_04_ROI_DEMONSTRATION_04,SEG_04,paid,engagement,empowerment,evening,2017,159,51,0.0790,0.3231,0.0187,NEUTRAL
TPL_SEG_04_ROI_DEMONSTRATION_05,SEG_04,paid,engagement,empowerment,evening,4503,1403,922,0.3116,0.6575,0.0127,GOOD
TPL_SEG_04_RETENTION___RENEWAL_01,SEG_04,paid,engagement,empowerment,evening,1921,382,182,0.1990,0.4786,0.0097,GOOD
TPL_SEG_04_RETENTION___RENEWAL_02,SEG_04,paid,engagement,empowerment,evening,2467,63,19,0.0259,0.3145,0.0288,BAD
TPL_SEG_04_RETENTION___RENEWAL_03,SEG_04,paid,engagement,empowerment,evening,4115,212,35,0.0516,0.1679,0.0252,BAD
TPL_SEG_04_RETENTION___RENEWAL_04,SEG_04,paid,engagement,empowerment,evening,1502,25,5,0.0167,0.2262,0.0202,BAD
TPL_SEG_04_RETENTION___RENEWAL_05,SEG_04,paid,engagement,empowerment,evening,2715,259,130,0.0956,0.5032,0.0130,NEUTRAL
TPL_SEG_05_PREMIUM_AFFIRMATION_01,SEG_05,paid,engagement,empowerment,evening,4340,233,33,0.0537,0.1452,0.0208,BAD
TPL_SEG_05_PREMIUM_AFFIRMATION_02,SEG_05,paid,engagement,empowerment,evening,4833,282,37,0.0584,0.1325,0.0267,BAD
TPL_SEG_05_PREMIUM_AFFIRMATION_03,SEG_05,paid,engagement,empowerment,evening,1296,19,4,0.0147,0.2207,0.0250,BAD
TPL_SEG_05_PREMIUM_AFFIRMATION_04,SEG_05,paid,engagement,empowerment,evening,1587,109,54,0.0688,0.4955,0.0170,NEUTRAL
TPL_SEG_05_PREMIUM_AFFIRMATION_05,SEG_05,paid,engagement,empowerment,evening,2126,436,181,0.2055,0.4162,0.0081,GOOD
TPL_SEG_05_DEEP_IMMERSION_01,SEG_05,paid,engagement,empowerment,evening,3037,751,463,0.2475,0.6177,0.0053,GOOD
TPL_SEG_05_DEEP_IMMERSION_02,SEG_05,paid,engagement,empowerment,evening,2158,49,14,0.0229,0.3032,0.0209,BAD
TPL_SEG_05_DEEP_IMMERSION_03,SEG_05,paid,engagement,empowerment,evening,969,152,64,0.1574,0.4245,0.0100,GOOD
TPL_SEG_05_DEEP_IMMERSION_04,SEG_05,paid,engagement,empowerment,evening,3664,1007,527,0.2748,0.5236,0.0045,GOOD
TPL_SEG_05_DEEP_IMMERSION_05,SEG_05,paid,engagement,empowerment,evening,1524,276,124,0.1816,0.4507,0.0103,GOOD
TPL_SEG_05_SOCIAL___EXPANSION_DRIVE_01,SEG_05,paid,engagement,empowerment,evening,2362,515,343,0.2181,0.6672,0.0040,GOOD
TPL_SEG_05_SOCIAL___EXPANSION_DRIVE_02,SEG_05,paid,engagement,empowerment,evening,3842,188,15,0.0490,0.0828,0.0312,BAD
TPL_SEG_05_SOCIAL___EXPANSION_DRIVE_03,SEG_05,paid,engagement,empowerment,evening,4032,204,33,0.0508,0.1627,0.0364,BAD
TPL_SEG_05_SOCIAL___EXPANSION_DRIVE_04,SEG_05,paid,engagement,empowerment,evening,1747,334,157,0.1913,0.4723,0.0127,GOOD
TPL_SEG_05_SOCIAL___EXPANSION_DRIVE_05,SEG_05,paid,engagement,empowerment,evening,2110,47,7,0.0225,0.1683,0.0262,BAD
TPL_SEG_05_OVERCOMING_THE_SLUMP_01,SEG_05,paid,engagement,empowerment,evening,4199,219,35,0.0524,0.1614,0.0256,BAD
TPL_SEG_05_OVERCOMING_THE_SLUMP_02,SEG_05,paid,engagement,empowerment,evening,2879,692,285,0.2407,0.4131,0.0068,GOOD
TPL_SEG_05_OVERCOMING_THE_SLUMP_03,SEG_05,paid,engagement,empowerment,evening,3606,982,652,0.2723,0.6643,0.0037,GOOD
TPL_SEG_05_OVERCOMING_THE_SLUMP_04,SEG_05,paid,engagement,empowerment,evening,2190,50,10,0.0232,0.2093,0.0295,BAD
TPL_SEG_05_OVERCOMING_THE_SLUMP_05,SEG_05,paid,engagement,empowerment,evening,3803,184,31,0.0486,0.1714,0.0275,BAD
TPL_SEG_05_ROI_DEMONSTRATION_01,SEG_05,paid,engagement,empowerment,evening,4855,284,37,0.0586,0.1320,0.0329,BAD
TPL_SEG_05_ROI_DEMONSTRATION_02,SEG_05,paid,engagement,empowerment,evening,3646,307,51,0.0842,0.1688,0.0377,BAD
TPL_SEG_05_ROI_DEMONSTRATION_03,SEG_05,paid,engagement,empowerment,evening,1980,398,217,0.2015,0.5463,0.0100,GOOD
TPL_SEG_05_ROI_DEMONSTRATION_04,SEG_05,paid,engagement,empowerment,evening,4273,226,34,0.0531,0.1516,0.0351,BAD
TPL_SEG_05_ROI_DEMONSTRATION_05,SEG_05,paid,engagement,empowerment,evening,3025,494,188,0.1636,0.3809,0.0197,NEUTRAL
TPL_SEG_05_RETENTION___RENEWAL_01,SEG_05,paid,engagement,empowerment,evening,1625,113,45,0.0697,0.4012,0.0101,NEUTRAL
TPL_SEG_05_RETENTION___RENEWAL_02,SEG_05,paid,engagement,empowerment,evening,4010,1162,498,0.2899,0.4290,0.0095,GOOD
TPL_SEG_05_RETENTION___RENEWAL_03,SEG_05,paid,engagement,empowerment,evening,974,153,86,0.1576,0.5635,0.0092,GOOD
TPL_SEG_05_RETENTION___RENEWAL_04,SEG_05,paid,engagement,empowerment,evening,1406,22,6,0.0158,0.2827,0.0395,BAD
TPL_SEG_05_RETENTION___RENEWAL_05,SEG_05,paid,engagement,empowerment,evening,3384,588,182,0.1739,0.3111,0.0114,NEUTRAL
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_01,SEG_06,trial,engagement,empowerment,evening,3277,841,517,0.2567,0.6151,0.0051,GOOD
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_02,SEG_06,trial,engagement,empowerment,evening,4358,1321,576,0.3033,0.4367,0.0028,GOOD
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_03,SEG_06,trial,engagement,empowerment,evening,1036,165,106,0.1602,0.6447,0.0079,GOOD
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_04,SEG_06,trial,engagement,empowerment,evening,2014,407,179,0.2023,0.4414,0.0034,GOOD
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_05,SEG_06,trial,engagement,empowerment,evening,2166,452,265,0.2089,0.5874,0.0068,GOOD
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_01,SEG_06,trial,engagement,empowerment,evening,2008,405,213,0.2021,0.5267,0.0104,GOOD
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_02,SEG_06,trial,engagement,empowerment,evening,2927,206,36,0.0705,0.1795,0.0162,BAD
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_03,SEG_06,trial,engagement,empowerment,evening,4591,1438,659,0.3134,0.4585,0.0065,GOOD
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_04,SEG_06,trial,engagement,empowerment,evening,3981,759,289,0.1909,0.3819,0.0142,NEUTRAL
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_05,SEG_06,trial,engagement,empowerment,evening,1528,25,3,0.0169,0.1352,0.0155,BAD
TPL_SEG_06_THE_CONVERSION_PUSH_01,SEG_06,trial,engagement,empowerment,evening,3885,191,24,0.0494,0.1299,0.0260,BAD
TPL_SEG_06_THE_CONVERSION_PUSH_02,SEG_06,trial,engagement,empowerment,evening,2499,155,23,0.0624,0.1528,0.0287,BAD
TPL_SEG_06_THE_CONVERSION_PUSH_03,SEG_06,trial,engagement,empowerment,evening,4130,1212,810,0.2935,0.6691,0.0132,GOOD
TPL_SEG_06_THE_CONVERSION_PUSH_04,SEG_06,trial,engagement,empowerment,evening,2378,59,13,0.0250,0.2302,0.0315,BAD
TPL_SEG_06_THE_CONVERSION_PUSH_05,SEG_06,trial,engagement,empowerment,evening,2776,187,16,0.0676,0.0896,0.0400,BAD
TPL_SEG_07_ACTIVATION___VALUE_DISCOVERY_01,SEG_07,trial,engagement,empowerment,evening,909,140,60,0.1547,0.4326,0.0029,GOOD
TPL_SEG_07_ACTIVATION___VALUE_DISCOVERY_02,SEG_07,trial,engagement,empowerment,evening,3722,1026,604,0.2758,0.5896,0.0099,GOOD
TPL_SEG_07_ACTIVATION___VALUE_DISCOVERY_03,SEG_07,trial,engagement,empowerment,evening,3593,971,516,0.2703,0.5322,0.0084,GOOD
TPL_SEG_07_ACTIVATION___VALUE_DISCOVERY_04,SEG_07,trial,engagement,empowerment,evening,2512,157,19,0.0626,0.1222,0.0255,BAD
TPL_SEG_07_ACTIVATION___VALUE_DISCOVERY_05,SEG_07,trial,engagement,empowerment,evening,3850,720,149,0.1871,0.2081,0.0147,NEUTRAL
TPL_SEG_07_HABIT_FORMATION___EARLY_ENGAGEMENT_01,SEG_07,trial,engagement,empowerment,evening,4689,990,211,0.2111,0.2134,0.0125,NEUTRAL
TPL_SEG_07_HABIT_FORMATION___EARLY_ENGAGEMENT_02,SEG_07,trial,engagement,empowerment,evening,4782,1022,390,0.2138,0.3816,0.0088,NEUTRAL
TPL_SEG_07_HABIT_FORMATION___EARLY_ENGAGEMENT_03,SEG_07,trial,engagement,empowerment,evening,3609,301,38,0.0835,0.1276,0.0397,BAD
TPL_SEG_07_HABIT_FORMATION___EARLY_ENGAGEMENT_04,SEG_07,trial,engagement,empowerment,evening,2681,254,110,0.0948,0.4334,0.0216,NEUTRAL
TPL_SEG_07_HABIT_FORMATION___EARLY_ENGAGEMENT_05,SEG_07,trial,engagement,empowerment,evening,1577,27,4,0.0174,0.1680,0.0274,BAD
TPL_SEG_07_THE_CONVERSION_PUSH_01,SEG_07,trial,engagement,empowerment,evening,2887,287,117,0.0997,0.4094,0.0111,NEUTRAL
TPL_SEG_07_THE_CONVERSION_PUSH_02,SEG_07,trial,engagement,empowerment,evening,1031,164,85,0.1600,0.5207,0.0056,GOOD
TPL_SEG_07_THE_CONVERSION_PUSH_03,SEG_07,trial,engagement,empowerment,evening,1596,294,137,0.1843,0.4666,0.0137,GOOD
TPL_SEG_07_THE_CONVERSION_PUSH_04,SEG_07,trial,engagement,empowerment,evening,3910,194,29,0.0496,0.1539,0.0175,BAD
TPL_SEG_07_THE_CONVERSION_PUSH_05,SEG_07,trial,engagement,empowerment,evening,2003,42,12,0.0215,0.3087,0.0326,BAD
TPL_SEG_08_PREMIUM_AFFIRMATION_01,SEG_08,paid,engagement,empowerment,evening,935,10,1,0.0113,0.1721,0.0308,BAD
TPL_SEG_08_PREMIUM_AFFIRMATION_02,SEG_08,paid,engagement,empowerment,evening,4286,1289,562,0.3009,0.4366,0.0064,GOOD
TPL_SEG_08_PREMIUM_AFFIRMATION_03,SEG_08,paid,engagement,empowerment,evening,1851,138,44,0.0750,0.3243,0.0095,NEUTRAL
TPL_SEG_08_PREMIUM_AFFIRMATION_04,SEG_08,paid,engagement,empowerment,evening,4603,1448,947,0.3146,0.6541,0.0028,GOOD
TPL_SEG_08_PREMIUM_AFFIRMATION_05,SEG_08,paid,engagement,empowerment,evening,3440,909,461,0.2643,0.5076,0.0090,GOOD
TPL_SEG_08_DEEP_IMMERSION_01,SEG_08,paid,engagement,empowerment,evening,803,8,1,0.0100,0.2181,0.0320,BAD
TPL_SEG_08_DEEP_IMMERSION_02,SEG_08,paid,engagement,empowerment,evening,3477,924,611,0.2658,0.6621,0.0060,GOOD
TPL_SEG_08_DEEP_IMMERSION_03,SEG_08,paid,engagement,empowerment,evening,2892,695,411,0.2406,0.5921,0.0112,GOOD
TPL_SEG_08_DEEP_IMMERSION_04,SEG_08,paid,engagement,empowerment,evening,3601,976,602,0.2712,0.6176,0.0041,GOOD
TPL_SEG_08_DEEP_IMMERSION_05,SEG_08,paid,engagement,empowerment,evening,2102,433,241,0.2064,0.5568,0.0090,GOOD
TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_01,SEG_08,paid,engagement,empowerment,evening,2895,202,35,0.0699,0.1746,0.0380,BAD
TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_02,SEG_08,paid,engagement,empowerment,evening,4997,1099,376,0.2199,0.3427,0.0083,NEUTRAL
TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_03,SEG_08,paid,engagement,empowerment,evening,4305,861,305,0.2001,0.3545,0.0151,NEUTRAL
TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_04,SEG_08,paid,engagement,empowerment,evening,4051,1177,558,0.2907,0.4742,0.0075,GOOD
TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_05,SEG_08,paid,engagement,empowerment,evening,2217,468,195,0.2113,0.4185,0.0050,GOOD
TPL_SEG_08_OVERCOMING_THE_SLUMP_01,SEG_08,paid,engagement,empowerment,evening,3359,875,559,0.2607,0.6398,0.0087,GOOD
TPL_SEG_08_OVERCOMING_THE_SLUMP_02,SEG_08,paid,engagement,empowerment,evening,2866,284,152,0.0992,0.5356,0.0161,NEUTRAL
TPL_SEG_08_OVERCOMING_THE_SLUMP_03,SEG_08,paid,engagement,empowerment,evening,4009,1158,548,0.2889,0.4735,0.0063,GOOD
TPL_SEG_08_OVERCOMING_THE_SLUMP_04,SEG_08,paid,engagement,empowerment,evening,2012,407,203,0.2025,0.4993,0.0103,GOOD
TPL_SEG_08_OVERCOMING_THE_SLUMP_05,SEG_08,paid,engagement,empowerment,evening,3712,1024,455,0.2760,0.4448,0.0050,GOOD
TPL_SEG_08_ROI_DEMONSTRATION_01,SEG_08,paid,engagement,empowerment,evening,1406,22,2,0.0158,0.1174,0.0233,BAD
TPL_SEG_08_ROI_DEMONSTRATION_02,SEG_08,paid,engagement,empowerment,evening,3570,639,200,0.1791,0.3132,0.0124,NEUTRAL
TPL_SEG_08_ROI_DEMONSTRATION_03,SEG_08,paid,engagement,empowerment,evening,3440,909,429,0.2643,0.4729,0.0022,GOOD
TPL_SEG_08_ROI_DEMONSTRATION_04,SEG_08,paid,engagement,empowerment,evening,3362,877,476,0.2609,0.5432,0.0040,GOOD
TPL_SEG_08_ROI_DEMONSTRATION_05,SEG_08,paid,engagement,empowerment,evening,1230,17,5,0.0141,0.3460,0.0233,BAD
TPL_SEG_08_RETENTION___RENEWAL_01,SEG_08,paid,engagement,empowerment,evening,3357,875,479,0.2607,0.5485,0.0121,GOOD
TPL_SEG_08_RETENTION___RENEWAL_02,SEG_08,paid,engagement,empowerment,evening,989,11,2,0.0118,0.2553,0.0310,BAD
TPL_SEG_08_RETENTION___RENEWAL_03,SEG_08,paid,engagement,empowerment,evening,3422,901,445,0.2635,0.4948,0.0133,GOOD
TPL_SEG_08_RETENTION___RENEWAL_04,SEG_08,paid,engagement,empowerment,evening,3031,496,164,0.1638,0.3307,0.0212,NEUTRAL
TPL_SEG_08_RETENTION___RENEWAL_05,SEG_08,paid,engagement,empowerment,evening,3750,1041,627,0.2777,0.6026,0.0069,GOOD
TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_01,SEG_09,trial,engagement,empowerment,evening,1562,285,148,0.1827,0.5208,0.0077,GOOD
