template_id,segment_id,lifecycle_stage,goal,theme,notification_window,total_sends,total_opens,total_engagements,ctr,engagement_rate,uninstall_rate,performance_status
TPL_00112,S1,inactive,light_engagement,accomplishment,evening,2089,429,217,0.2056,0.5071,0.0077,GOOD
TPL_00113,S1,inactive,light_engagement,accomplishment,evening,3916,740,294,0.1890,0.3981,0.0106,NEUTRAL
TPL_00114,S1,inactive,light_engagement,accomplishment,evening,2824,277,115,0.0982,0.4167,0.0083,NEUTRAL
TPL_00115,S1,inactive,light_engagement,accomplishment,evening,2213,466,259,0.2110,0.5568,0.0114,GOOD
TPL_00116,S1,inactive,light_engagement,accomplishment,evening,4068,1183,753,0.2910,0.6370,0.0091,GOOD
TPL_00117,S1,inactive,light_engagement,accomplishment,evening,4419,898,349,0.2034,0.3895,0.0112,NEUTRAL
TPL_00118,S1,inactive,light_engagement,accomplishment,evening,1671,30,6,0.0183,0.2330,0.0195,BAD
TPL_00119,S1,inactive,light_engagement,accomplishment,evening,3209,814,437,0.2540,0.5371,0.0089,GOOD
TPL_00120,S1,inactive,light_engagement,accomplishment,evening,4488,247,36,0.0551,0.1495,0.0153,BAD
TPL_00121,S2,trial,onboarding,accomplishment,evening,4179,1237,751,0.2962,0.6078,0.0054,GOOD
TPL_00122,S2,trial,onboarding,accomplishment,evening,3957,752,210,0.1902,0.2799,0.0212,NEUTRAL
TPL_00123,S2,trial,onboarding,accomplishment,evening,3661,1002,543,0.2738,0.5426,0.0130,GOOD
TPL_00124,S2,trial,onboarding,accomplishment,evening,2438,62,6,0.0256,0.1072,0.0382,BAD
TPL_00125,S2,trial,onboarding,accomplishment,evening,1680,315,130,0.1881,0.4155,0.0054,GOOD
TPL_00126,S2,trial,onboarding,accomplishment,evening,3354,580,185,0.1730,0.3196,0.0146,NEUTRAL
TPL_00127,S2,trial,onboarding,accomplishment,evening,1819,353,235,0.1941,0.6660,0.0097,GOOD
TPL_00128,S2,trial,onboarding,accomplishment,evening,1716,32,3,0.0187,0.1003,0.0298,BAD
TPL_00129,S2,trial,onboarding,accomplishment,evening,2513,563,324,0.2241,0.5765,0.0065,GOOD
TPL_00130,S2,trial,onboarding,accomplishment,evening,2465,221,90,0.0897,0.4093,0.0092,NEUTRAL
TPL_00131,S2,trial,streak_start,accomplishment,evening,4730,1004,305,0.2123,0.3043,0.0136,NEUTRAL
TPL_00132,S2,trial,streak_start,accomplishment,evening,1599,110,28,0.0690,0.2609,0.0095,NEUTRAL
TPL_00133,S2,trial,streak_start,accomplishment,evening,2209,465,309,0.2110,0.6651,0.0117,GOOD
TPL_00134,S2,trial,streak_start,accomplishment,evening,3525,944,509,0.2679,0.5396,0.0058,GOOD
TPL_00135,S2,trial,streak_start,accomplishment,evening,1913,39,12,0.0206,0.3085,0.0154,BAD
TPL_00136,S2,trial,streak_start,accomplishment,evening,1789,34,3,0.0194,0.1104,0.0288,BAD
TPL_00137,S2,trial,streak_start,accomplishment,evening,1277,217,105,0.1707,0.4840,0.0058,GOOD
TPL_00138,S2,trial,streak_start,accomplishment,evening,4698,1496,645,0.3186,0.4312,0.0051,GOOD
TPL_00139,S2,trial,streak_start,accomplishment,evening,959,150,71,0.1569,0.4772,0.0111,GOOD
TPL_00140,S2,trial,streak_start,accomplishment,evening,1488,24,6,0.0166,0.2674,0.0210,BAD
TPL_00141,S2,trial,daily_practice,accomplishment,evening,4640,1466,850,0.3161,0.5804,0.0068,GOOD
TPL_00142,S2,trial,daily_practice,accomplishment,evening,869,132,84,0.1530,0.6398,0.0073,GOOD
TPL_00143,S2,trial,daily_practice,accomplishment,evening,912,10,3,0.0111,0.3401,0.0287,BAD
TPL_00144,S2,trial,daily_practice,accomplishment,evening,4287,228,34,0.0532,0.1532,0.0192,BAD
TPL_00145,S2,trial,daily_practice,accomplishment,evening,2075,425,246,0.2052,0.5802,0.0054,GOOD
TPL_00146,S2,trial,daily_practice,accomplishment,evening,4321,1306,785,0.3023,0.6012,0.0121,GOOD
TPL_00147,S2,trial,daily_practice,accomplishment,evening,1896,374,206,0.1974,0.5517,0.0115,GOOD
TPL_00148,S2,trial,daily_practice,accomplishment,evening,2455,219,60,0.0894,0.2746,0.0225,NEUTRAL
TPL_00149,S2,trial,daily_practice,accomplishment,evening,3672,311,35,0.0847,0.1153,0.0246,BAD
TPL_00150,S2,trial,daily_practice,accomplishment,evening,2629,602,357,0.2291,0.5946,0.0099,GOOD
TPL_00151,S2,paid,streak_maintenance,accomplishment,evening,3933,745,220,0.1895,0.2966,0.0162,NEUTRAL
TPL_00152,S2,paid,streak_maintenance,accomplishment,evening,4629,261,29,0.0565,0.1127,0.0361,BAD
TPL_00153,S2,paid,streak_maintenance,accomplishment,evening,4641,1473,973,0.3176,0.6611,0.0039,GOOD
TPL_00154,S2,paid,streak_maintenance,accomplishment,evening,4574,255,21,0.0559,0.0855,0.0270,BAD
TPL_00155,S2,paid,streak_maintenance,accomplishment,evening,4298,1300,640,0.3026,0.4931,0.0120,GOOD
TPL_00156,S2,paid,streak_maintenance,accomplishment,evening,1627,113,46,0.0697,0.4092,0.0228,NEUTRAL
TPL_00157,S2,paid,streak_maintenance,accomplishment,evening,1570,27,8,0.0173,0.3110,0.0304,BAD
TPL_00158,S2,paid,streak_maintenance,accomplishment,evening,3400,270,16,0.0795,0.0596,0.0220,BAD
TPL_00159,S2,paid,streak_maintenance,accomplishment,evening,964,151,97,0.1572,0.6481,0.0033,GOOD
TPL_00160,S2,paid,streak_maintenance,accomplishment,evening,1413,22,6,0.0158,0.2865,0.0355,BAD
TPL_00161,S2,paid,daily_practice,accomplishment,evening,2960,210,12,0.0712,0.0589,0.0309,BAD
TPL_00162,S2,paid,daily_practice,accomplishment,evening,4314,864,233,0.2004,0.2698,0.0229,NEUTRAL
TPL_00163,S2,paid,daily_practice,accomplishment,evening,3647,661,244,0.1814,0.3701,0.0081,NEUTRAL
TPL_00164,S2,paid,daily_practice,accomplishment,evening,1434,23,8,0.0160,0.3483,0.0250,BAD
TPL_00165,S2,paid,daily_practice,accomplishment,evening,4492,247,22,0.0552,0.0912,0.0303,BAD
TPL_00166,S2,paid,daily_practice,accomplishment,evening,4957,295,56,0.0596,0.1913,0.0309,BAD
TPL_00167,S2,paid,daily_practice,accomplishment,evening,4836,1041,240,0.2153,0.2311,0.0128,NEUTRAL
TPL_00168,S2,paid,daily_practice,accomplishment,evening,989,156,91,0.1582,0.5851,0.0118,GOOD
TPL_00169,S2,paid,daily_practice,accomplishment,evening,2158,451,290,0.2093,0.6445,0.0085,GOOD
TPL_00170,S2,paid,daily_practice,accomplishment,evening,3411,900,457,0.2639,0.5078,0.0086,GOOD
TPL_00171,S2,paid,reward_unlock,accomplishment,evening,1013,161,93,0.1593,0.5813,0.0086,GOOD
TPL_00172,S2,paid,reward_unlock,accomplishment,evening,3354,263,26,0.0787,0.1019,0.0355,BAD
TPL_00173,S2,paid,reward_unlock,accomplishment,evening,2320,501,244,0.2163,0.4889,0.0097,GOOD
TPL_00174,S2,paid,reward_unlock,accomplishment,evening,3224,545,112,0.1693,0.2072,0.0111,NEUTRAL
TPL_00175,S2,paid,reward_unlock,accomplishment,evening,2735,262,70,0.0961,0.2674,0.0143,NEUTRAL
TPL_00176,S2,paid,reward_unlock,accomplishment,evening,2750,184,15,0.0671,0.0850,0.0206,BAD
TPL_00177,S2,paid,reward_unlock,accomplishment,evening,4609,962,206,0.2088,0.2144,0.0145,NEUTRAL
TPL_00178,S2,paid,reward_unlock,accomplishment,evening,1393,244,107,0.1759,0.4419,0.0022,GOOD
TPL_00179,S2,paid,reward_unlock,accomplishment,evening,4836,282,23,0.0584,0.0849,0.0288,BAD
TPL_00180,S2,paid,reward_unlock,accomplishment,evening,804,8,1,0.0100,0.1422,0.0397,BAD
TPL_00181,S2,churned,streak_restart,accomplishment,evening,4502,926,326,0.2058,0.3522,0.0082,NEUTRAL
TPL_00182,S2,churned,streak_restart,accomplishment,evening,2556,572,291,0.2240,0.5099,0.0037,GOOD
TPL_00183,S2,churned,streak_restart,accomplishment,evening,1966,41,10,0.0211,0.2674,0.0363,BAD
TPL_00184,S2,churned,streak_restart,accomplishment,evening,4125,804,217,0.1950,0.2701,0.0227,NEUTRAL
TPL_00185,S2,churned,streak_restart,accomplishment,evening,2658,173,31,0.0654,0.1846,0.0155,BAD
TPL_00186,S2,churned,streak_restart,accomplishment,evening,3647,984,585,0.2700,0.5951,0.0136,GOOD
TPL_00187,S2,churned,streak_restart,accomplishment,evening,2322,200,81,0.0862,0.4084,0.0215,NEUTRAL
TPL_00188,S2,churned,streak_restart,accomplishment,evening,2434,216,54,0.0889,0.2539,0.0163,NEUTRAL
TPL_00189,S2,churned,streak_restart,accomplishment,evening,2261,54,6,0.0239,0.1127,0.0158,BAD
TPL_00190,S2,churned,streak_restart,accomplishment,evening,3581,956,596,0.2672,0.6243,0.0114,GOOD
TPL_00191,S2,churned,reactivation,accomplishment,evening,1559,26,4,0.0172,0.1573,0.0187,BAD
TPL_00192,S2,churned,reactivation,accomplishment,evening,2484,223,87,0.0901,0.3912,0.0181,NEUTRAL
TPL_00193,S2,churned,reactivation,accomplishment,evening,2807,658,434,0.2346,0.6608,0.0106,GOOD
TPL_00194,S2,churned,reactivation,accomplishment,evening,1831,354,146,0.1934,0.4135,0.0089,GOOD
TPL_00195,S2,churned,reactivation,accomplishment,evening,3150,526,180,0.1672,0.3430,0.0122,NEUTRAL
TPL_00196,S2,churned,reactivation,accomplishment,evening,4259,1259,744,0.2958,0.5914,0.0115,GOOD
TPL_00197,S2,churned,reactivation,accomplishment,evening,4487,1370,866,0.3054,0.6326,0.0130,GOOD
TPL_00198,S2,churned,reactivation,accomplishment,evening,1922,39,11,0.0207,0.2942,0.0329,BAD
TPL_00199,S2,churned,reactivation,accomplishment,evening,980,154,98,0.1576,0.6408,0.0063,GOOD
TPL_00200,S2,churned,reactivation,accomplishment,evening,3805,185,33,0.0486,0.1784,0.0159,BAD
TPL_00201,S2,churned,easy_lesson,accomplishment,evening,4173,217,26,0.0521,0.1219,0.0352,BAD
TPL_00202,S2,churned,easy_lesson,accomplishment,evening,4323,231,45,0.0536,0.1962,0.0165,BAD
TPL_00203,S2,churned,easy_lesson,accomplishment,evening,1448,94,47,0.0655,0.5082,0.0083,NEUTRAL
TPL_00204,S2,churned,easy_lesson,accomplishment,evening,1378,240,128,0.1744,0.5367,0.0065,GOOD
TPL_00205,S2,churned,easy_lesson,accomplishment,evening,3884,730,287,0.1881,0.3933,0.0158,NEUTRAL
TPL_00206,S2,churned,easy_lesson,accomplishment,evening,1429,92,33,0.0650,0.3620,0.0123,NEUTRAL
TPL_00207,S2,churned,easy_lesson,accomplishment,evening,1737,329,155,0.1895,0.4741,0.0079,GOOD
TPL_00208,S2,churned,easy_lesson,accomplishment,evening,4273,1266,642,0.2963,0.5073,0.0091,GOOD
TPL_00209,S2,churned,easy_lesson,accomplishment,evening,2505,226,65,0.0906,0.2886,0.0213,NEUTRAL
TPL_00210,S2,churned,easy_lesson,accomplishment,evening,1916,39,6,0.0206,0.1667,0.0284,BAD
TPL_00211,S2,inactive,streak_restart,accomplishment,evening,1191,70,34,0.0593,0.4876,0.0146,NEUTRAL
TPL_00212,S2,inactive,streak_restart,accomplishment,evening,3410,595,187,0.1746,0.3144,0.0137,NEUTRAL
TPL_00213,S2,inactive,streak_restart,accomplishment,evening,3213,820,412,0.2553,0.5034,0.0087,GOOD
TPL_00214,S2,inactive,streak_restart,accomplishment,evening,2370,207,61,0.0874,0.2966,0.0219,NEUTRAL
TPL_00215,S2,inactive,streak_restart,accomplishment,evening,1311,19,6,0.0149,0.3381,0.0303,BAD
TPL_00216,S2,inactive,streak_restart,accomplishment,evening,4119,802,230,0.1948,0.2877,0.0095,NEUTRAL
TPL_00217,S2,inactive,streak_restart,accomplishment,evening,2771,187,24,0.0675,0.1313,0.0201,BAD
TPL_00218,S2,inactive,streak_restart,accomplishment,evening,4441,1371,622,0.3088,0.4542,0.0138,GOOD
TPL_00219,S2,inactive,streak_restart,accomplishment,evening,1383,242,143,0.1754,0.5920,0.0119,GOOD
TPL_00220,S2,inactive,streak_restart,accomplishment,evening,4720,270,32,0.0573,0.1189,0.0292,BAD
TPL_00221,S2,inactive,easy_lesson,accomplishment,evening,4763,1015,306,0.2133,0.3016,0.0103,NEUTRAL
TPL_00222,S2,inactive,easy_lesson,accomplishment,evening,4614,259,32,0.0563,0.1252,0.0268,BAD
TPL_00223,S2,inactive,easy_lesson,accomplishment,evening,1288,18,2,0.0147,0.1591,0.0248,BAD
TPL_00224,S2,inactive,easy_lesson,accomplishment,evening,1502,100,49,0.0667,0.4931,0.0207,NEUTRAL
TPL_00225,S2,inactive,easy_lesson,accomplishment,evening,2253,190,77,0.0846,0.4104,0.0182,NEUTRAL
TPL_00226,S2,inactive,easy_lesson,accomplishment,evening,2676,175,31,0.0658,0.1792,0.0376,BAD
TPL_00227,S2,inactive,easy_lesson,accomplishment,evening,854,43,13,0.0513,0.3114,0.0173,NEUTRAL
TPL_00228,S2,inactive,easy_lesson,accomplishment,evening,2383,209,77,0.0877,0.3701,0.0111,NEUTRAL
TPL_00229,S2,inactive,easy_lesson,accomplishment,evening,1565,27,6,0.0173,0.2366,0.0215,BAD
TPL_00230,S2,inactive,easy_lesson,accomplishment,evening,2339,57,19,0.0247,0.3498,0.0320,BAD
TPL_00231,S2,inactive,light_engagement,accomplishment,evening,3110,230,17,0.0740,0.0781,0.0188,BAD
TPL_00232,S2,inactive,light_engagement,accomplishment,evening,1887,143,44,0.0759,0.3086,0.0197,NEUTRAL
TPL_00233,S2,inactive,light_engagement,accomplishment,evening,3749,180,33,0.0481,0.1854,0.0193,BAD
TPL_00234,S2,inactive,light_engagement,accomplishment,evening,3748,180,35,0.0481,0.1998,0.0240,BAD
TPL_00235,S2,inactive,light_engagement,accomplishment,evening,4378,236,45,0.0541,0.1921,0.0321,BAD
TPL_00236,S2,inactive,light_engagement,accomplishment,evening,1857,139,72,0.0752,0.5211,0.0112,NEUTRAL
TPL_00237,S2,inactive,light_engagement,accomplishment,evening,1623,112,34,0.0696,0.3065,0.0155,NEUTRAL
TPL_00238,S2,inactive,light_engagement,accomplishment,evening,4039,205,32,0.0509,0.1591,0.0250,BAD
TPL_00239,S2,inactive,light_engagement,accomplishment,evening,3881,191,17,0.0493,0.0919,0.0259,BAD
TPL_00240,S2,inactive,light_engagement,accomplishment,evening,2284,194,81,0.0853,0.4208,0.0106,NEUTRAL
TPL_00241,S3,trial,onboarding,accomplishment,evening,3372,874,495,0.2592,0.5669,0.0130,GOOD
TPL_00242,S3,trial,onboarding,accomplishment,evening,3182,534,169,0.1681,0.3181,0.0162,NEUTRAL
TPL_00243,S3,trial,onboarding,accomplishment,evening,2898,202,25,0.0700,0.1251,0.0291,BAD
TPL_00244,S3,trial,onboarding,accomplishment,evening,4597,1430,923,0.3112,0.6460,0.0129,GOOD
TPL_00245,S3,trial,onboarding,accomplishment,evening,882,45,24,0.0520,0.5431,0.0089,NEUTRAL
TPL_00246,S3,trial,onboarding,accomplishment,evening,1218,73,28,0.0600,0.3877,0.0213,NEUTRAL
