template_id,segment_id,lifecycle_stage,goal,theme,notification_window,total_sends,total_opens,total_engagements,ctr,engagement_rate,uninstall_rate,performance_status
2_lifecycle_stage_trial_T4_Welcome,2,lifecycle_stage_trial,Conversion,accomplishment,evening,2319,199,64,0.0862,0.3250,0.0120,NEUTRAL
2_lifecycle_stage_trial_T5_WrapUp,2,lifecycle_stage_trial,Conversion,accomplishment,evening,1260,18,2,0.0144,0.1140,0.0334,BAD
2_lifecycle_stage_paid_T1_Seed,2,lifecycle_stage_paid,Retention,accomplishment,evening,806,121,54,0.1503,0.4474,0.0114,GOOD
2_lifecycle_stage_paid_T2_Tease,2,lifecycle_stage_paid,Retention,accomplishment,evening,4101,210,38,0.0514,0.1849,0.0163,BAD
2_lifecycle_stage_paid_T3_Anchor,2,lifecycle_stage_paid,Retention,accomplishment,evening,3379,901,611,0.2668,0.6792,0.0105,GOOD
2_lifecycle_stage_paid_T4_Welcome,2,lifecycle_stage_paid,Retention,accomplishment,evening,1721,123,39,0.0719,0.3171,0.0095,NEUTRAL
2_lifecycle_stage_paid_T5_WrapUp,2,lifecycle_stage_paid,Retention,accomplishment,evening,3364,895,516,0.2662,0.5770,0.0112,GOOD
2_lifecycle_stage_inactive_T1_Seed,2,lifecycle_stage_inactive,Reactivation,accomplishment,evening,3418,597,233,0.1748,0.3918,0.0177,NEUTRAL
2_lifecycle_stage_inactive_T2_Tease,2,lifecycle_stage_inactive,Reactivation,accomplishment,evening,2874,690,315,0.2403,0.4568,0.0036,GOOD
2_lifecycle_stage_inactive_T3_Anchor,2,lifecycle_stage_inactive,Reactivation,accomplishment,evening,1685,119,58,0.0711,0.4934,0.0175,NEUTRAL
2_lifecycle_stage_inactive_T4_Welcome,2,lifecycle_stage_inactive,Reactivation,accomplishment,evening,4794,1026,307,0.2141,0.2994,0.0125,NEUTRAL
2_lifecycle_stage_inactive_T5_WrapUp,2,lifecycle_stage_inactive,Reactivation,accomplishment,evening,2530,159,14,0.0630,0.0931,0.0362,BAD
2_lifecycle_stage_churned_T1_Seed,2,lifecycle_stage_churned,Win-back,accomplishment,evening,840,8,1,0.0104,0.2251,0.0372,BAD
2_lifecycle_stage_churned_T2_Tease,2,lifecycle_stage_churned,Win-back,accomplishment,evening,4184,822,320,0.1967,0.3904,0.0158,NEUTRAL
2_lifecycle_stage_churned_T3_Anchor,2,lifecycle_stage_churned,Win-back,accomplishment,evening,1175,195,108,0.1665,0.5584,0.0134,GOOD
2_lifecycle_stage_churned_T4_Welcome,2,lifecycle_stage_churned,Win-back,accomplishment,evening,3572,970,460,0.2716,0.4744,0.0117,GOOD
2_lifecycle_stage_churned_T5_WrapUp,2,lifecycle_stage_churned,Win-back,accomplishment,evening,3192,813,499,0.2550,0.6140,0.0095,GOOD
3_lifecycle_stage_trial_T1_Seed,3,lifecycle_stage_trial,Conversion,accomplishment,evening,3926,743,167,0.1893,0.2249,0.0106,NEUTRAL
3_lifecycle_stage_trial_T2_Tease,3,lifecycle_stage_trial,Conversion,accomplishment,evening,4088,792,222,0.1940,0.2804,0.0100,NEUTRAL
3_lifecycle_stage_trial_T3_Anchor,3,lifecycle_stage_trial,Conversion,accomplishment,evening,3169,238,16,0.0751,0.0677,0.0182,BAD
3_lifecycle_stage_trial_T4_Welcome,3,lifecycle_stage_trial,Conversion,accomplishment,evening,1840,362,222,0.1968,0.6136,0.0080,GOOD
3_lifecycle_stage_trial_T5_WrapUp,3,lifecycle_stage_trial,Conversion,accomplishment,evening,858,44,22,0.0514,0.5067,0.0163,NEUTRAL
3_lifecycle_stage_paid_T1_Seed,3,lifecycle_stage_paid,Retention,accomplishment,evening,1854,139,45,0.0751,0.3279,0.0172,NEUTRAL
3_lifecycle_stage_paid_T2_Tease,3,lifecycle_stage_paid,Retention,accomplishment,evening,2681,254,102,0.0948,0.4029,0.0092,NEUTRAL
3_lifecycle_stage_paid_T3_Anchor,3,lifecycle_stage_paid,Retention,accomplishment,evening,1597,297,163,0.1861,0.5515,0.0110,GOOD
3_lifecycle_stage_paid_T4_Welcome,3,lifecycle_stage_paid,Retention,accomplishment,evening,3831,714,155,0.1866,0.2176,0.0204,NEUTRAL
3_lifecycle_stage_paid_T5_WrapUp,3,lifecycle_stage_paid,Retention,accomplishment,evening,2998,215,42,0.0719,0.1998,0.0259,BAD
3_lifecycle_stage_inactive_T1_Seed,3,lifecycle_stage_inactive,Reactivation,accomplishment,evening,1764,128,34,0.0730,0.2681,0.0169,NEUTRAL
3_lifecycle_stage_inactive_T2_Tease,3,lifecycle_stage_inactive,Reactivation,accomplishment,evening,1555,105,50,0.0680,0.4839,0.0125,NEUTRAL
3_lifecycle_stage_inactive_T3_Anchor,3,lifecycle_stage_inactive,Reactivation,accomplishment,evening,4207,1280,728,0.3044,0.5695,0.0090,GOOD
3_lifecycle_stage_inactive_T4_Welcome,3,lifecycle_stage_inactive,Reactivation,accomplishment,evening,1995,407,234,0.2042,0.5768,0.0038,GOOD
3_lifecycle_stage_inactive_T5_WrapUp,3,lifecycle_stage_inactive,Reactivation,accomplishment,evening,4778,1020,259,0.2137,0.2544,0.0085,NEUTRAL
3_lifecycle_stage_churned_T1_Seed,3,lifecycle_stage_churned,Win-back,accomplishment,evening,4286,1298,662,0.3030,0.5107,0.0052,GOOD
3_lifecycle_stage_churned_T2_Tease,3,lifecycle_stage_churned,Win-back,accomplishment,evening,1206,201,94,0.1671,0.4712,0.0068,GOOD
3_lifecycle_stage_churned_T3_Anchor,3,lifecycle_stage_churned,Win-back,accomplishment,evening,1962,41,4,0.0211,0.1172,0.0382,BAD
3_lifecycle_stage_churned_T4_Welcome,3,lifecycle_stage_churned,Win-back,accomplishment,evening,2717,259,120,0.0957,0.4638,0.0183,NEUTRAL
3_lifecycle_stage_churned_T5_WrapUp,3,lifecycle_stage_churned,Win-back,accomplishment,evening,2467,63,11,0.0259,0.1775,0.0374,BAD
4_lifecycle_stage_trial_T1_Seed,4,lifecycle_stage_trial,Conversion,accomplishment,evening,3257,848,556,0.2605,0.6562,0.0125,GOOD
4_lifecycle_stage_trial_T2_Tease,4,lifecycle_stage_trial,Conversion,accomplishment,evening,4892,1061,411,0.2169,0.3877,0.0220,NEUTRAL
4_lifecycle_stage_trial_T3_Anchor,4,lifecycle_stage_trial,Conversion,accomplishment,evening,1481,267,119,0.1806,0.4481,0.0095,GOOD
4_lifecycle_stage_trial_T4_Welcome,4,lifecycle_stage_trial,Conversion,accomplishment,evening,2178,461,289,0.2120,0.6280,0.0121,GOOD
4_lifecycle_stage_trial_T5_WrapUp,4,lifecycle_stage_trial,Conversion,accomplishment,evening,2199,183,86,0.0833,0.4708,0.0113,NEUTRAL
4_lifecycle_stage_paid_T1_Seed,4,lifecycle_stage_paid,Retention,accomplishment,evening,4029,1193,640,0.2963,0.5369,0.0096,GOOD
4_lifecycle_stage_paid_T2_Tease,4,lifecycle_stage_paid,Retention,accomplishment,evening,1847,364,244,0.1974,0.6723,0.0034,GOOD
4_lifecycle_stage_paid_T3_Anchor,4,lifecycle_stage_paid,Retention,accomplishment,evening,2095,169,72,0.0808,0.4277,0.0175,NEUTRAL
4_lifecycle_stage_paid_T4_Welcome,4,lifecycle_stage_paid,Retention,accomplishment,evening,1247,212,122,0.1703,0.5798,0.0107,GOOD
4_lifecycle_stage_paid_T5_WrapUp,4,lifecycle_stage_paid,Retention,accomplishment,evening,2678,629,252,0.2351,0.4016,0.0096,GOOD
4_lifecycle_stage_inactive_T1_Seed,4,lifecycle_stage_inactive,Reactivation,accomplishment,evening,979,53,23,0.0543,0.4354,0.0109,NEUTRAL
4_lifecycle_stage_inactive_T2_Tease,4,lifecycle_stage_inactive,Reactivation,accomplishment,evening,1082,175,113,0.1623,0.6507,0.0074,GOOD
4_lifecycle_stage_inactive_T3_Anchor,4,lifecycle_stage_inactive,Reactivation,accomplishment,evening,1886,38,11,0.0204,0.2959,0.0268,BAD
4_lifecycle_stage_inactive_T4_Welcome,4,lifecycle_stage_inactive,Reactivation,accomplishment,evening,4317,1335,887,0.3093,0.6646,0.0114,GOOD
4_lifecycle_stage_inactive_T5_WrapUp,4,lifecycle_stage_inactive,Reactivation,accomplishment,evening,4711,269,32,0.0573,0.1202,0.0377,BAD
4_lifecycle_stage_churned_T1_Seed,4,lifecycle_stage_churned,Win-back,accomplishment,evening,4124,213,28,0.0517,0.1354,0.0244,BAD
4_lifecycle_stage_churned_T2_Tease,4,lifecycle_stage_churned,Win-back,accomplishment,evening,2742,645,389,0.2352,0.6042,0.0023,GOOD
4_lifecycle_stage_churned_T3_Anchor,4,lifecycle_stage_churned,Win-back,accomplishment,evening,2341,509,211,0.2176,0.4152,0.0095,GOOD
4_lifecycle_stage_churned_T4_Welcome,4,lifecycle_stage_churned,Win-back,accomplishment,evening,1043,167,91,0.1607,0.5481,0.0057,GOOD
4_lifecycle_stage_churned_T5_WrapUp,4,lifecycle_stage_churned,Win-back,accomplishment,evening,4937,293,25,0.0594,0.0883,0.0273,BAD
