template_id,segment_id,lifecycle_stage,goal,theme,notification_window,total_sends,total_opens,total_engagements,ctr,engagement_rate,uninstall_rate,performance_status
TPL_0064,3,churned,engagement,accomplishment,evening,2615,599,254,0.2294,0.4242,0.0059,GOOD
TPL_0065,3,churned,engagement,accomplishment,evening,4797,1027,219,0.2142,0.2140,0.0203,NEUTRAL
TPL_0066,3,churned,engagement,accomplishment,evening,4788,1553,1016,0.3245,0.6543,0.0126,GOOD
TPL_0067,3,churned,engagement,accomplishment,evening,1478,97,39,0.0662,0.4077,0.0212,NEUTRAL
TPL_0068,3,churned,engagement,accomplishment,evening,4625,967,216,0.2093,0.2235,0.0083,NEUTRAL
TPL_0069,3,churned,engagement,accomplishment,evening,3356,878,425,0.2618,0.4844,0.0064,GOOD
TPL_0070,3,churned,engagement,accomplishment,evening,3579,642,246,0.1794,0.3838,0.0106,NEUTRAL
TPL_0071,3,churned,engagement,accomplishment,evening,3077,768,358,0.2496,0.4674,0.0035,GOOD
TPL_0072,3,churned,engagement,accomplishment,evening,4521,932,348,0.2063,0.3739,0.0170,NEUTRAL
TPL_0073,3,churned,engagement,accomplishment,evening,1464,96,24,0.0658,0.2589,0.0143,NEUTRAL
TPL_0074,3,churned,engagement,accomplishment,evening,1529,278,137,0.1819,0.4938,0.0022,GOOD
TPL_0075,3,churned,engagement,accomplishment,evening,2625,170,21,0.0648,0.1271,0.0207,BAD
TPL_0076,3,inactive,engagement,accomplishment,evening,816,123,58,0.1508,0.4773,0.0084,GOOD
TPL_0077,3,inactive,engagement,accomplishment,evening,2917,205,24,0.0703,0.1176,0.0226,BAD
TPL_0078,3,inactive,engagement,accomplishment,evening,4829,281,34,0.0584,0.1222,0.0338,BAD
TPL_0079,3,inactive,engagement,accomplishment,evening,932,145,98,0.1559,0.6817,0.0102,GOOD
TPL_0080,3,inactive,engagement,accomplishment,evening,3871,190,28,0.0493,0.1504,0.0171,BAD
TPL_0081,3,inactive,engagement,accomplishment,evening,1921,385,257,0.2005,0.6676,0.0127,GOOD
TPL_0082,3,inactive,engagement,accomplishment,evening,1042,12,3,0.0123,0.3161,0.0272,BAD
TPL_0083,3,inactive,engagement,accomplishment,evening,3009,216,37,0.0721,0.1729,0.0253,BAD
TPL_0084,3,inactive,engagement,accomplishment,evening,4851,1046,212,0.2158,0.2029,0.0220,NEUTRAL
TPL_0085,3,inactive,engagement,accomplishment,evening,3033,496,185,0.1638,0.3741,0.0154,NEUTRAL
TPL_0086,3,inactive,engagement,accomplishment,evening,2781,665,288,0.2392,0.4332,0.0045,GOOD
TPL_0087,3,inactive,engagement,accomplishment,evening,1221,73,33,0.0600,0.4597,0.0093,NEUTRAL
TPL_0088,3,inactive,engagement,accomplishment,evening,4302,229,30,0.0534,0.1311,0.0329,BAD
TPL_0089,3,inactive,engagement,accomplishment,evening,1450,23,2,0.0162,0.1181,0.0343,BAD
TPL_0090,3,inactive,engagement,accomplishment,evening,4234,223,33,0.0527,0.1524,0.0175,BAD
TPL_0091,0,trial,engagement,accomplishment,evening,3097,783,337,0.2531,0.4305,0.0123,GOOD
TPL_0092,0,trial,engagement,accomplishment,evening,4328,232,29,0.0536,0.1285,0.0162,BAD
TPL_0093,0,trial,engagement,accomplishment,evening,3725,319,39,0.0857,0.1231,0.0391,BAD
TPL_0094,0,trial,engagement,accomplishment,evening,2704,257,122,0.0953,0.4749,0.0091,NEUTRAL
TPL_0095,0,trial,engagement,accomplishment,evening,3986,200,21,0.0504,0.1063,0.0221,BAD
TPL_0096,0,trial,engagement,accomplishment,evening,911,141,95,0.1550,0.6783,0.0020,GOOD
TPL_0097,0,trial,engagement,accomplishment,evening,3138,800,438,0.2550,0.5478,0.0087,GOOD
TPL_0098,0,trial,engagement,accomplishment,evening,2455,63,20,0.0258,0.3179,0.0333,BAD
TPL_0099,0,trial,engagement,accomplishment,evening,2168,179,75,0.0826,0.4219,0.0154,NEUTRAL
TPL_0100,0,trial,engagement,accomplishment,evening,3206,541,156,0.1688,0.2885,0.0220,NEUTRAL
TPL_0101,0,trial,engagement,accomplishment,evening,3721,682,189,0.1835,0.2781,0.0154,NEUTRAL
TPL_0102,0,trial,engagement,accomplishment,evening,4875,1055,233,0.2164,0.2215,0.0168,NEUTRAL
TPL_0103,0,trial,engagement,accomplishment,evening,4199,1270,624,0.3026,0.4917,0.0073,GOOD
TPL_0104,0,trial,engagement,accomplishment,evening,3156,528,172,0.1673,0.3258,0.0149,NEUTRAL
TPL_0105,0,trial,engagement,accomplishment,evening,4103,211,40,0.0515,0.1911,0.0227,BAD
TPL_0106,0,paid,engagement,accomplishment,evening,3693,674,235,0.1827,0.3497,0.0174,NEUTRAL
TPL_0107,0,paid,engagement,accomplishment,evening,4884,1058,306,0.2167,0.2900,0.0155,NEUTRAL
TPL_0108,0,paid,engagement,accomplishment,evening,3450,606,218,0.1757,0.3606,0.0151,NEUTRAL
TPL_0109,0,paid,engagement,accomplishment,evening,1886,375,172,0.1992,0.4595,0.0083,GOOD
TPL_0110,0,paid,engagement,accomplishment,evening,2997,747,399,0.2494,0.5346,0.0093,GOOD
TPL_0111,0,paid,engagement,accomplishment,evening,4014,770,155,0.1919,0.2024,0.0218,NEUTRAL
TPL_0112,0,paid,engagement,accomplishment,evening,4674,1520,623,0.3253,0.4100,0.0087,GOOD
TPL_0113,0,paid,engagement,accomplishment,evening,1682,319,213,0.1899,0.6679,0.0084,GOOD
TPL_0114,0,paid,engagement,accomplishment,evening,1285,220,111,0.1720,0.5089,0.0064,GOOD
TPL_0115,0,paid,engagement,accomplishment,evening,3434,924,574,0.2692,0.6213,0.0131,GOOD
TPL_0116,0,paid,engagement,accomplishment,evening,4168,217,19,0.0521,0.0883,0.0315,BAD
TPL_0117,0,paid,engagement,accomplishment,evening,1856,367,246,0.1978,0.6730,0.0076,GOOD
TPL_0118,0,paid,engagement,accomplishment,evening,1722,330,196,0.1917,0.5964,0.0110,GOOD
TPL_0119,0,paid,engagement,accomplishment,evening,1384,88,38,0.0639,0.4427,0.0110,NEUTRAL
TPL_0120,0,paid,engagement,accomplishment,evening,4177,820,327,0.1965,0.3991,0.0222,NEUTRAL
TPL_0121,5,churned,engagement,accomplishment,evening,926,144,91,0.1555,0.6364,0.0077,GOOD
TPL_0122,5,churned,engagement,accomplishment,evening,1745,333,187,0.1913,0.5644,0.0131,GOOD
TPL_0123,5,churned,engagement,accomplishment,evening,3311,860,540,0.2598,0.6286,0.0138,GOOD
TPL_0124,5,churned,engagement,accomplishment,evening,3895,192,32,0.0495,0.1707,0.0326,BAD
TPL_0125,5,churned,engagement,accomplishment,evening,1862,37,7,0.0201,0.1975,0.0400,BAD
TPL_0126,5,churned,engagement,accomplishment,evening,3618,988,602,0.2733,0.6099,0.0079,GOOD
TPL_0127,5,churned,engagement,accomplishment,evening,3604,649,175,0.1801,0.2709,0.0144,NEUTRAL
TPL_0128,5,churned,engagement,accomplishment,evening,2305,197,68,0.0858,0.3501,0.0085,NEUTRAL
TPL_0129,5,churned,engagement,accomplishment,evening,2108,171,74,0.0812,0.4356,0.0157,NEUTRAL
TPL_0130,5,churned,engagement,accomplishment,evening,3908,193,35,0.0496,0.1835,0.0177,BAD
TPL_0131,5,churned,engagement,accomplishment,evening,2729,261,92,0.0959,0.3533,0.0181,NEUTRAL
TPL_0132,5,churned,engagement,accomplishment,evening,4074,208,30,0.0512,0.1468,0.0285,BAD
TPL_0133,5,churned,engagement,accomplishment,evening,3058,503,123,0.1645,0.2459,0.0200,NEUTRAL
TPL_0134,5,churned,engagement,accomplishment,evening,3825,1079,590,0.2823,0.5470,0.0024,GOOD
TPL_0135,5,churned,engagement,accomplishment,evening,2473,64,21,0.0259,0.3353,0.0365,BAD
TPL_0136,5,inactive,engagement,accomplishment,evening,4816,1592,767,0.3307,0.4820,0.0044,GOOD
TPL_0137,5,inactive,engagement,accomplishment,evening,3486,616,148,0.1768,0.2403,0.0174,NEUTRAL
TPL_0138,5,inactive,engagement,accomplishment,evening,2854,282,115,0.0989,0.4098,0.0125,NEUTRAL
TPL_0139,5,inactive,engagement,accomplishment,evening,4899,1063,273,0.2171,0.2572,0.0166,NEUTRAL
TPL_0140,5,inactive,engagement,accomplishment,evening,4984,1685,795,0.3383,0.4721,0.0098,GOOD
TPL_0141,5,inactive,engagement,accomplishment,evening,1730,124,57,0.0722,0.4617,0.0201,NEUTRAL
TPL_0142,5,inactive,engagement,accomplishment,evening,1797,350,222,0.1949,0.6350,0.0088,GOOD
TPL_0143,5,inactive,engagement,accomplishment,evening,1064,13,4,0.0125,0.3249,0.0346,BAD
TPL_0144,5,inactive,engagement,accomplishment,evening,2115,47,7,0.0225,0.1662,0.0243,BAD
TPL_0145,5,inactive,engagement,accomplishment,evening,1413,22,6,0.0158,0.3020,0.0301,BAD
TPL_0146,5,inactive,engagement,accomplishment,evening,4121,1233,768,0.2994,0.6236,0.0031,GOOD
TPL_0147,5,inactive,engagement,accomplishment,evening,4066,207,35,0.0511,0.1712,0.0298,BAD
TPL_0148,5,inactive,engagement,accomplishment,evening,3467,610,193,0.1762,0.3172,0.0171,NEUTRAL
TPL_0149,5,inactive,engagement,accomplishment,evening,3592,298,19,0.0832,0.0662,0.0316,BAD
TPL_0150,5,inactive,engagement,accomplishment,evening,3271,252,47,0.0771,0.1901,0.0332,BAD
TPL_0151,2,churned,engagement,accomplishment,evening,1368,239,118,0.1748,0.4939,0.0100,GOOD
TPL_0152,2,churned,engagement,accomplishment,evening,1180,16,2,0.0136,0.1432,0.0400,BAD
TPL_0153,2,churned,engagement,accomplishment,evening,2242,477,304,0.2130,0.6377,0.0076,GOOD
TPL_0154,2,churned,engagement,accomplishment,evening,2902,464,94,0.1601,0.2037,0.0137,NEUTRAL
TPL_0155,2,churned,engagement,accomplishment,evening,4640,1474,912,0.3177,0.6189,0.0035,GOOD
TPL_0156,2,churned,engagement,accomplishment,evening,4446,243,43,0.0547,0.1807,0.0213,BAD
TPL_0157,2,churned,engagement,accomplishment,evening,807,121,80,0.1503,0.6651,0.0075,GOOD
TPL_0158,2,churned,engagement,accomplishment,evening,3038,498,148,0.1640,0.2975,0.0215,NEUTRAL
TPL_0159,2,churned,engagement,accomplishment,evening,2515,565,237,0.2249,0.4210,0.0057,GOOD
TPL_0160,2,churned,engagement,accomplishment,evening,2584,165,19,0.0640,0.1188,0.0211,BAD
TPL_0161,2,churned,engagement,accomplishment,evening,3493,934,459,0.2676,0.4923,0.0068,GOOD
TPL_0162,2,churned,engagement,accomplishment,evening,958,150,81,0.1569,0.5439,0.0117,GOOD
TPL_0163,2,churned,engagement,accomplishment,evening,1759,128,45,0.0728,0.3590,0.0115,NEUTRAL
TPL_0164,2,churned,engagement,accomplishment,evening,2840,195,28,0.0689,0.1466,0.0356,BAD
TPL_0165,2,churned,engagement,accomplishment,evening,3677,669,171,0.1822,0.2567,0.0128,NEUTRAL
TPL_0166,2,inactive,engagement,accomplishment,evening,1206,202,99,0.1682,0.4908,0.0063,GOOD
TPL_0167,2,inactive,engagement,accomplishment,evening,861,131,54,0.1528,0.4189,0.0051,GOOD
TPL_0168,2,inactive,engagement,accomplishment,evening,3526,627,194,0.1779,0.3105,0.0138,NEUTRAL
TPL_0169,2,inactive,engagement,accomplishment,evening,1435,93,34,0.0651,0.3714,0.0130,NEUTRAL
TPL_0170,2,inactive,engagement,accomplishment,evening,1755,338,152,0.1928,0.4517,0.0126,GOOD
TPL_0171,2,inactive,engagement,accomplishment,evening,3200,242,31,0.0757,0.1290,0.0177,BAD
TPL_0172,2,inactive,engagement,accomplishment,evening,1966,41,12,0.0211,0.2968,0.0178,BAD
TPL_0173,2,inactive,engagement,accomplishment,evening,3874,727,159,0.1878,0.2199,0.0225,NEUTRAL
TPL_0174,2,inactive,engagement,accomplishment,evening,3890,1122,735,0.2886,0.6557,0.0046,GOOD
TPL_0175,2,inactive,engagement,accomplishment,evening,4050,206,23,0.0510,0.1145,0.0170,BAD
TPL_0176,2,inactive,engagement,accomplishment,evening,3268,851,360,0.2607,0.4232,0.0061,GOOD
TPL_0177,2,inactive,engagement,accomplishment,evening,3958,198,22,0.0501,0.1137,0.0325,BAD
TPL_0178,2,inactive,engagement,accomplishment,evening,4295,228,37,0.0533,0.1646,0.0272,BAD
TPL_0179,2,inactive,engagement,accomplishment,evening,4741,272,40,0.0575,0.1476,0.0361,BAD
TPL_0180,2,inactive,engagement,accomplishment,evening,2882,200,14,0.0697,0.0738,0.0366,BAD
TPL_0181,1,churned,engagement,accomplishment,evening,926,10,2,0.0112,0.2327,0.0314,BAD
TPL_0182,1,churned,engagement,accomplishment,evening,3514,287,40,0.0817,0.1415,0.0391,BAD
TPL_0183,1,churned,engagement,accomplishment,evening,4533,251,22,0.0556,0.0901,0.0323,BAD
TPL_0184,1,churned,engagement,accomplishment,evening,4503,926,280,0.2058,0.3033,0.0112,NEUTRAL
TPL_0185,1,churned,engagement,accomplishment,evening,2532,571,282,0.2257,0.4942,0.0050,GOOD
TPL_0186,1,churned,engagement,accomplishment,evening,2618,244,108,0.0933,0.4458,0.0085,NEUTRAL
TPL_0187,1,churned,engagement,accomplishment,evening,3064,762,317,0.2489,0.4171,0.0059,GOOD
TPL_0188,1,churned,engagement,accomplishment,evening,962,11,3,0.0115,0.3026,0.0327,BAD
TPL_0189,1,churned,engagement,accomplishment,evening,3090,772,445,0.2500,0.5770,0.0074,GOOD
TPL_0190,1,churned,engagement,accomplishment,evening,2479,223,116,0.0900,0.5220,0.0187,NEUTRAL
TPL_0191,1,churned,engagement,accomplishment,evening,2160,452,184,0.2094,0.4081,0.0112,GOOD
TPL_0192,1,churned,engagement,accomplishment,evening,977,154,73,0.1578,0.4801,0.0075,GOOD
TPL_0193,1,churned,engagement,accomplishment,evening,3300,855,528,0.2592,0.6179,0.0115,GOOD
TPL_0194,1,churned,engagement,accomplishment,evening,990,11,1,0.0118,0.1523,0.0395,BAD
TPL_0195,1,churned,engagement,accomplishment,evening,1076,174,94,0.1621,0.5413,0.0093,GOOD
TPL_0196,1,inactive,engagement,accomplishment,evening,3947,197,15,0.0500,0.0809,0.0372,BAD
TPL_0197,1,inactive,engagement,accomplishment,evening,2767,186,36,0.0675,0.1987,0.0377,BAD
TPL_0198,1,inactive,engagement,accomplishment,evening,3227,546,157,0.1694,0.2886,0.0223,NEUTRAL
TPL_0199,1,inactive,engagement,accomplishment,evening,3114,517,179,0.1661,0.3477,0.0184,NEUTRAL
TPL_0200,1,inactive,engagement,accomplishment,evening,4395,1368,655,0.3114,0.4793,0.0107,GOOD
TPL_0201,1,inactive,engagement,accomplishment,evening,1887,375,168,0.1988,0.4492,0.0068,GOOD
TPL_0202,1,inactive,engagement,accomplishment,evening,3204,242,44,0.0758,0.1829,0.0220,BAD
TPL_0203,1,inactive,engagement,accomplishment,evening,4095,210,40,0.0514,0.1914,0.0213,BAD
TPL_0204,1,inactive,engagement,accomplishment,evening,1701,323,158,0.1905,0.4904,0.0097,GOOD
TPL_0205,1,inactive,engagement,accomplishment,evening,1169,15,5,0.0135,0.3398,0.0175,BAD
TPL_0206,1,inactive,engagement,accomplishment,evening,3653,308,38,0.0844,0.1246,0.0233,BAD
TPL_0207,1,inactive,engagement,accomplishment,evening,3769,181,16,0.0483,0.0918,0.0268,BAD
TPL_0208,1,inactive,engagement,accomplishment,evening,4561,254,29,0.0558,0.1152,0.0378,BAD
TPL_0209,1,inactive,engagement,accomplishment,evening,2616,243,110,0.0932,0.4559,0.0100,NEUTRAL
TPL_0210,1,inactive,engagement,accomplishment,evening,1854,139,40,0.0751,0.2941,0.0196,NEUTRAL
TPL_0211,3,trial,engagement,accomplishment,evening,2102,170,47,0.0810,0.2768,0.0217,NEUTRAL
TPL_0212,3,trial,engagement,accomplishment,evening,2981,483,183,0.1623,0.3808,0.0189,NEUTRAL
TPL_0213,3,trial,engagement,accomplishment,evening,2341,202,106,0.0867,0.5291,0.0099,NEUTRAL
TPL_0214,3,trial,engagement,accomplishment,evening,906,140,82,0.1548,0.5902,0.0055,GOOD
TPL_0215,3,trial,engagement,accomplishment,evening,2058,424,218,0.2063,0.5148,0.0088,GOOD
TPL_0216,3,trial,engagement,accomplishment,evening,2593,596,379,0.2302,0.6361,0.0099,GOOD
TPL_0217,3,trial,engagement,accomplishment,evening,4214,1275,793,0.3026,0.6222,0.0080,GOOD
TPL_0218,3,trial,engagement,accomplishment,evening,1728,124,65,0.0721,0.5310,0.0173,NEUTRAL
TPL_0219,3,trial,engagement,accomplishment,evening,1946,40,7,0.0209,0.1904,0.0285,BAD
TPL_0220,3,trial,engagement,accomplishment,evening,1021,163,76,0.1599,0.4668,0.0039,GOOD
TPL_0221,3,trial,engagement,accomplishment,evening,1615,301,186,0.1864,0.6181,0.0105,GOOD
TPL_0222,3,trial,engagement,accomplishment,evening,4603,1472,616,0.3200,0.4187,0.0043,GOOD
TPL_0223,3,trial,engagement,accomplishment,evening,3475,936,500,0.2696,0.5348,0.0131,GOOD
TPL_0224,3,trial,engagement,accomplishment,evening,2859,283,114,0.0990,0.4029,0.0115,NEUTRAL
TPL_0225,3,trial,engagement,accomplishment,evening,3247,842,492,0.2594,0.5854,0.0078,GOOD
TPL_0226,3,paid,engagement,accomplishment,evening,943,10,2,0.0114,0.2646,0.0205,BAD
TPL_0227,3,paid,engagement,accomplishment,evening,2364,521,220,0.2204,0.4237,0.0068,GOOD
TPL_0228,3,paid,engagement,accomplishment,evening,3137,523,185,0.1668,0.3540,0.0130,NEUTRAL
TPL_0229,3,paid,engagement,accomplishment,evening,2351,204,52,0.0869,0.2572,0.0206,NEUTRAL
TPL_0230,3,paid,engagement,accomplishment,evening,3673,668,187,0.1821,0.2806,0.0192,NEUTRAL
TPL_0231,3,paid,engagement,accomplishment,evening,1007,12,1,0.0120,0.1066,0.0382,BAD
TPL_0232,3,paid,engagement,accomplishment,evening,2340,513,271,0.2194,0.5292,0.0063,GOOD
TPL_0233,3,paid,engagement,accomplishment,evening,2047,421,177,0.2061,0.4222,0.0023,GOOD
TPL_0234,3,paid,engagement,accomplishment,evening,3217,832,447,0.2588,0.5379,0.0030,GOOD
TPL_0235,3,paid,engagement,accomplishment,evening,4355,234,38,0.0539,0.1645,0.0327,BAD
TPL_0236,3,paid,engagement,accomplishment,evening,3550,633,246,0.1786,0.3896,0.0092,NEUTRAL
TPL_0237,3,paid,engagement,accomplishment,evening,1140,66,28,0.0581,0.4243,0.0216,NEUTRAL
TPL_0238,3,paid,engagement,accomplishment,evening,2575,592,278,0.2299,0.4701,0.0066,GOOD
TPL_0239,3,paid,engagement,accomplishment,evening,3648,1015,472,0.2782,0.4652,0.0129,GOOD
TPL_0240,3,paid,engagement,accomplishment,evening,2353,204,94,0.0870,0.4641,0.0143,NEUTRAL
TPL_0241,5,trial,engagement,accomplishment,evening,3278,559,220,0.1708,0.3948,0.0228,NEUTRAL
TPL_0242,5,trial,engagement,accomplishment,evening,2990,214,13,0.0717,0.0635,0.0230,BAD
TPL_0243,5,trial,engagement,accomplishment,evening,4717,270,34,0.0573,0.1272,0.0359,BAD
TPL_0244,5,trial,engagement,accomplishment,evening,4063,1201,660,0.2958,0.5503,0.0114,GOOD
TPL_0245,5,trial,engagement,accomplishment,evening,4161,216,19,0.0520,0.0924,0.0163,BAD
TPL_0246,5,trial,engagement,accomplishment,evening,4119,212,17,0.0516,0.0827,0.0381,BAD
TPL_0247,5,trial,engagement,accomplishment,evening,3274,252,31,0.0771,0.1236,0.0381,BAD
TPL_0248,5,trial,engagement,accomplishment,evening,2593,240,121,0.0927,0.5072,0.0189,NEUTRAL
TPL_0249,5,trial,engagement,accomplishment,evening,4803,1029,334,0.2144,0.3248,0.0110,NEUTRAL
TPL_0250,5,trial,engagement,accomplishment,evening,1548,283,162,0.1834,0.5756,0.0134,GOOD
TPL_0251,5,trial,engagement,accomplishment,evening,4834,282,30,0.0584,0.1093,0.0277,BAD
TPL_0252,5,trial,engagement,accomplishment,evening,1719,32,6,0.0188,0.1953,0.0266,BAD
TPL_0253,5,trial,engagement,accomplishment,evening,4395,1365,863,0.3106,0.6325,0.0134,GOOD
TPL_0254,5,trial,engagement,accomplishment,evening,3783,700,273,0.1852,0.3911,0.0177,NEUTRAL
TPL_0255,5,trial,engagement,accomplishment,evening,4372,236,34,0.0540,0.1471,0.0281,BAD
TPL_0256,5,paid,engagement,accomplishment,evening,3289,254,33,0.0774,0.1327,0.0193,BAD
TPL_0257,5,paid,engagement,accomplishment,evening,4268,226,26,0.0530,0.1189,0.0150,BAD
TPL_0258,5,paid,engagement,accomplishment,evening,4363,880,232,0.2018,0.2643,0.0183,NEUTRAL
TPL_0259,5,paid,engagement,accomplishment,evening,4377,885,275,0.2022,0.3118,0.0115,NEUTRAL
TPL_0260,5,paid,engagement,accomplishment,evening,1678,318,134,0.1895,0.4217,0.0032,GOOD
TPL_0261,5,paid,engagement,accomplishment,evening,1977,401,208,0.2030,0.5205,0.0024,GOOD
TPL_0262,5,paid,engagement,accomplishment,evening,1056,170,113,0.1616,0.6677,0.0128,GOOD
