template_id,segment_id,lifecycle_stage,goal,theme,notification_window,total_sends,total_opens,total_engagements,ctr,engagement_rate,uninstall_rate,performance_status
TPL_0043,Lost Customers,churned,engagement,accomplishment,evening,2459,220,67,0.0895,0.3059,0.0185,NEUTRAL
TPL_0044,Lost Customers,churned,engagement,accomplishment,evening,2267,192,80,0.0849,0.4198,0.0110,NEUTRAL
TPL_0045,Lost Customers,churned,engagement,accomplishment,evening,3623,988,604,0.2727,0.6115,0.0035,GOOD
TPL_0046,Dormant Users,inactive,engagement,accomplishment,evening,998,158,76,0.1588,0.4819,0.0102,GOOD
TPL_0047,Dormant Users,inactive,engagement,accomplishment,evening,4049,206,36,0.0509,0.1753,0.0193,BAD
TPL_0048,Dormant Users,inactive,engagement,accomplishment,evening,1398,89,26,0.0643,0.2963,0.0165,NEUTRAL
TPL_0049,Dormant Users,inactive,engagement,accomplishment,evening,1387,21,6,0.0156,0.3278,0.0255,BAD
TPL_0050,Dormant Users,inactive,engagement,accomplishment,evening,2703,257,90,0.0953,0.3511,0.0141,NEUTRAL
TPL_0051,Dormant Users,inactive,engagement,accomplishment,evening,2263,192,89,0.0849,0.4646,0.0206,NEUTRAL
TPL_0052,Dormant Users,inactive,engagement,accomplishment,evening,2905,707,393,0.2435,0.5566,0.0074,GOOD
TPL_0053,Dormant Users,inactive,engagement,accomplishment,evening,2422,537,362,0.2221,0.6759,0.0040,GOOD
TPL_0054,Dormant Users,inactive,engagement,accomplishment,evening,2446,62,6,0.0257,0.1079,0.0298,BAD
TPL_0055,Dormant Users,inactive,engagement,accomplishment,evening,2461,550,273,0.2238,0.4969,0.0034,GOOD
TPL_0056,Dormant Users,inactive,engagement,accomplishment,evening,877,9,2,0.0107,0.3303,0.0378,BAD
TPL_0057,Dormant Users,inactive,engagement,accomplishment,evening,2434,216,117,0.0889,0.5438,0.0095,NEUTRAL
TPL_0058,Dormant Users,inactive,engagement,accomplishment,evening,3575,641,146,0.1793,0.2288,0.0155,NEUTRAL
TPL_0059,Dormant Users,inactive,engagement,accomplishment,evening,2040,162,67,0.0795,0.4138,0.0179,NEUTRAL
TPL_0060,Dormant Users,inactive,engagement,accomplishment,evening,2995,487,129,0.1627,0.2651,0.0157,NEUTRAL
TPL_0061,At-Risk Trialists,trial,engagement,accomplishment,evening,2442,217,56,0.0891,0.2593,0.0112,NEUTRAL
TPL_0062,At-Risk Trialists,trial,engagement,accomplishment,evening,3139,523,109,0.1668,0.2089,0.0136,NEUTRAL
TPL_0063,At-Risk Trialists,trial,engagement,accomplishment,evening,2237,52,15,0.0237,0.2947,0.0240,BAD
TPL_0064,At-Risk Trialists,trial,engagement,accomplishment,evening,805,120,67,0.1502,0.5649,0.0040,GOOD
TPL_0065,At-Risk Trialists,trial,engagement,accomplishment,evening,4520,250,39,0.0554,0.1562,0.0282,BAD
TPL_0066,At-Risk Trialists,trial,engagement,accomplishment,evening,1332,20,6,0.0151,0.3488,0.0215,BAD
TPL_0067,At-Risk Trialists,trial,engagement,accomplishment,evening,1181,69,24,0.0591,0.3514,0.0101,NEUTRAL
TPL_0068,At-Risk Trialists,trial,engagement,accomplishment,evening,3727,319,34,0.0858,0.1093,0.0256,BAD
TPL_0069,At-Risk Trialists,trial,engagement,accomplishment,evening,3880,191,25,0.0493,0.1338,0.0160,BAD
TPL_0070,At-Risk Trialists,trial,engagement,accomplishment,evening,3090,511,143,0.1655,0.2799,0.0171,NEUTRAL
TPL_0071,At-Risk Trialists,trial,engagement,accomplishment,evening,2120,47,15,0.0226,0.3334,0.0374,BAD
TPL_0072,At-Risk Trialists,trial,engagement,accomplishment,evening,2264,54,14,0.0239,0.2666,0.0341,BAD
TPL_0073,At-Risk Trialists,trial,engagement,accomplishment,evening,3844,718,188,0.1870,0.2628,0.0120,NEUTRAL
TPL_0074,At-Risk Trialists,trial,engagement,accomplishment,evening,3107,229,21,0.0740,0.0920,0.0324,BAD
TPL_0075,At-Risk Trialists,trial,engagement,accomplishment,evening,2418,61,10,0.0254,0.1795,0.0357,BAD
TPL_0076,AI-Powered Learners,paid,engagement,accomplishment,evening,1553,26,5,0.0172,0.1933,0.0340,BAD
TPL_0077,AI-Powered Learners,paid,engagement,accomplishment,evening,4776,1020,307,0.2136,0.3012,0.0165,NEUTRAL
TPL_0078,AI-Powered Learners,paid,engagement,accomplishment,evening,3672,668,173,0.1821,0.2595,0.0219,NEUTRAL
TPL_0079,AI-Powered Learners,paid,engagement,accomplishment,evening,3986,761,195,0.1910,0.2566,0.0186,NEUTRAL
TPL_0080,AI-Powered Learners,paid,engagement,accomplishment,evening,2534,580,287,0.2290,0.4958,0.0080,GOOD
TPL_0081,AI-Powered Learners,paid,engagement,accomplishment,evening,1568,290,139,0.1850,0.4794,0.0089,GOOD
TPL_0082,AI-Powered Learners,paid,engagement,accomplishment,evening,4490,922,332,0.2054,0.3606,0.0155,NEUTRAL
TPL_0083,AI-Powered Learners,paid,engagement,accomplishment,evening,4473,916,203,0.2049,0.2217,0.0099,NEUTRAL
TPL_0084,AI-Powered Learners,paid,engagement,accomplishment,evening,2519,158,14,0.0627,0.0930,0.0326,BAD
TPL_0085,AI-Powered Learners,paid,engagement,accomplishment,evening,3775,1077,499,0.2855,0.4639,0.0071,GOOD
TPL_0086,AI-Powered Learners,paid,engagement,accomplishment,evening,4041,1202,776,0.2976,0.6463,0.0118,GOOD
TPL_0087,AI-Powered Learners,paid,engagement,accomplishment,evening,3732,685,168,0.1838,0.2463,0.0205,NEUTRAL
TPL_0088,AI-Powered Learners,paid,engagement,accomplishment,evening,3241,846,552,0.2612,0.6532,0.0047,GOOD
TPL_0089,AI-Powered Learners,paid,engagement,accomplishment,evening,4030,1197,595,0.2971,0.4979,0.0111,GOOD
TPL_0090,AI-Powered Learners,paid,engagement,accomplishment,evening,1349,85,29,0.0631,0.3449,0.0156,NEUTRAL
TPL_0091,Gamified Competitors,paid,engagement,accomplishment,evening,1242,17,3,0.0142,0.2101,0.0228,BAD
TPL_0092,Gamified Competitors,paid,engagement,accomplishment,evening,1185,198,85,0.1676,0.4307,0.0082,GOOD
TPL_0093,Gamified Competitors,paid,engagement,accomplishment,evening,3027,495,119,0.1636,0.2407,0.0228,NEUTRAL
TPL_0094,Gamified Competitors,paid,engagement,accomplishment,evening,3245,248,43,0.0766,0.1734,0.0159,BAD
TPL_0095,Gamified Competitors,paid,engagement,accomplishment,evening,1186,198,89,0.1676,0.4530,0.0053,GOOD
TPL_0096,Gamified Competitors,paid,engagement,accomplishment,evening,2636,616,333,0.2337,0.5418,0.0136,GOOD
TPL_0097,Gamified Competitors,paid,engagement,accomplishment,evening,2089,436,191,0.2088,0.4390,0.0048,GOOD
TPL_0098,Gamified Competitors,paid,engagement,accomplishment,evening,1356,237,146,0.1753,0.6172,0.0078,GOOD
TPL_0099,Gamified Competitors,paid,engagement,accomplishment,evening,1537,282,156,0.1836,0.5543,0.0055,GOOD
TPL_0100,Gamified Competitors,paid,engagement,accomplishment,evening,3065,224,25,0.0732,0.1131,0.0164,BAD
TPL_0101,Gamified Competitors,paid,engagement,accomplishment,evening,1925,387,178,0.2013,0.4605,0.0052,GOOD
TPL_0102,Gamified Competitors,paid,engagement,accomplishment,evening,2079,46,4,0.0222,0.1031,0.0330,BAD
TPL_0103,Gamified Competitors,paid,engagement,accomplishment,evening,4163,216,39,0.0520,0.1838,0.0322,BAD
TPL_0104,Gamified Competitors,paid,engagement,accomplishment,evening,4253,1307,757,0.3074,0.5795,0.0021,GOOD
TPL_0105,Gamified Competitors,paid,engagement,accomplishment,evening,889,46,21,0.0521,0.4675,0.0169,NEUTRAL
TPL_0106,High-Intent Trialists,trial,engagement,accomplishment,evening,4052,206,24,0.0510,0.1174,0.0383,BAD
TPL_0107,High-Intent Trialists,trial,engagement,accomplishment,evening,2245,53,6,0.0238,0.1289,0.0329,BAD
TPL_0108,High-Intent Trialists,trial,engagement,accomplishment,evening,4499,925,262,0.2057,0.2835,0.0091,NEUTRAL
TPL_0109,High-Intent Trialists,trial,engagement,accomplishment,evening,4031,775,208,0.1923,0.2696,0.0139,NEUTRAL
TPL_0110,High-Intent Trialists,trial,engagement,accomplishment,evening,3024,753,337,0.2492,0.4477,0.0058,GOOD
TPL_0111,High-Intent Trialists,trial,engagement,accomplishment,evening,2223,474,238,0.2135,0.5021,0.0033,GOOD
TPL_0112,High-Intent Trialists,trial,engagement,accomplishment,evening,2827,194,24,0.0686,0.1265,0.0197,BAD
TPL_0113,High-Intent Trialists,trial,engagement,accomplishment,evening,3974,1158,687,0.2915,0.5935,0.0021,GOOD
TPL_0114,High-Intent Trialists,trial,engagement,accomplishment,evening,1084,176,88,0.1627,0.5012,0.0108,GOOD
TPL_0115,High-Intent Trialists,trial,engagement,accomplishment,evening,3585,982,646,0.2742,0.6582,0.0133,GOOD
TPL_0116,High-Intent Trialists,trial,engagement,accomplishment,evening,4313,230,38,0.0535,0.1665,0.0332,BAD
TPL_0117,High-Intent Trialists,trial,engagement,accomplishment,evening,1954,393,168,0.2015,0.4294,0.0028,GOOD
TPL_0118,High-Intent Trialists,trial,engagement,accomplishment,evening,2994,487,110,0.1627,0.2263,0.0229,NEUTRAL
TPL_0119,High-Intent Trialists,trial,engagement,accomplishment,evening,2524,572,321,0.2269,0.5629,0.0042,GOOD
TPL_0120,High-Intent Trialists,trial,engagement,accomplishment,evening,823,41,16,0.0506,0.4141,0.0162,NEUTRAL
TPL_0121,Core Curriculum Users,paid,engagement,accomplishment,evening,4536,1451,880,0.3201,0.6069,0.0060,GOOD
TPL_0122,Core Curriculum Users,paid,engagement,accomplishment,evening,2750,656,319,0.2388,0.4871,0.0139,GOOD
TPL_0123,Core Curriculum Users,paid,engagement,accomplishment,evening,2838,689,378,0.2428,0.5499,0.0031,GOOD
TPL_0124,Core Curriculum Users,paid,engagement,accomplishment,evening,2765,267,138,0.0968,0.5193,0.0229,NEUTRAL
TPL_0125,Core Curriculum Users,paid,engagement,accomplishment,evening,3730,1057,472,0.2834,0.4466,0.0033,GOOD
TPL_0126,Core Curriculum Users,paid,engagement,accomplishment,evening,2534,231,118,0.0913,0.5144,0.0125,NEUTRAL
TPL_0127,Core Curriculum Users,paid,engagement,accomplishment,evening,2305,56,11,0.0243,0.2021,0.0326,BAD
TPL_0128,Core Curriculum Users,paid,engagement,accomplishment,evening,1315,19,2,0.0149,0.1535,0.0394,BAD
TPL_0129,Core Curriculum Users,paid,engagement,accomplishment,evening,3854,1113,474,0.2890,0.4262,0.0093,GOOD
TPL_0130,Core Curriculum Users,paid,engagement,accomplishment,evening,4493,247,45,0.0552,0.1860,0.0318,BAD
TPL_0131,Core Curriculum Users,paid,engagement,accomplishment,evening,3879,729,172,0.1880,0.2364,0.0098,NEUTRAL
TPL_0132,Core Curriculum Users,paid,engagement,accomplishment,evening,3274,558,184,0.1707,0.3305,0.0084,NEUTRAL
TPL_0133,Core Curriculum Users,paid,engagement,accomplishment,evening,4687,267,29,0.0570,0.1091,0.0304,BAD
TPL_0134,Core Curriculum Users,paid,engagement,accomplishment,evening,1774,129,45,0.0732,0.3502,0.0111,NEUTRAL
TPL_0135,Core Curriculum Users,paid,engagement,accomplishment,evening,907,47,12,0.0526,0.2697,0.0087,NEUTRAL
TPL_0136,Community Builders,paid,engagement,accomplishment,evening,4820,1035,360,0.2149,0.3485,0.0183,NEUTRAL
TPL_0137,Community Builders,paid,engagement,accomplishment,evening,3200,539,214,0.1686,0.3978,0.0126,NEUTRAL
TPL_0138,Community Builders,paid,engagement,accomplishment,evening,4446,1405,826,0.3160,0.5885,0.0136,GOOD
TPL_0139,Community Builders,paid,engagement,accomplishment,evening,3920,741,216,0.1891,0.2918,0.0143,NEUTRAL
TPL_0140,Community Builders,paid,engagement,accomplishment,evening,912,141,93,0.1551,0.6657,0.0028,GOOD
TPL_0141,Community Builders,paid,engagement,accomplishment,evening,3325,572,211,0.1722,0.3698,0.0147,NEUTRAL
TPL_0142,Community Builders,paid,engagement,accomplishment,evening,2384,59,15,0.0251,0.2555,0.0283,BAD
TPL_0143,Community Builders,paid,engagement,accomplishment,evening,892,137,76,0.1542,0.5577,0.0028,GOOD
TPL_0144,Community Builders,paid,engagement,accomplishment,evening,1624,28,3,0.0178,0.1148,0.0182,BAD
TPL_0145,Community Builders,paid,engagement,accomplishment,evening,4309,862,250,0.2003,0.2908,0.0203,NEUTRAL
TPL_0146,Community Builders,paid,engagement,accomplishment,evening,3739,687,239,0.1840,0.3487,0.0149,NEUTRAL
TPL_0147,Community Builders,paid,engagement,accomplishment,evening,4895,288,26,0.0590,0.0919,0.0357,BAD
TPL_0148,Community Builders,paid,engagement,accomplishment,evening,2213,51,14,0.0235,0.2933,0.0293,BAD
TPL_0149,Community Builders,paid,engagement,accomplishment,evening,3844,188,34,0.0490,0.1809,0.0350,BAD
TPL_0150,Community Builders,paid,engagement,accomplishment,evening,2949,475,189,0.1614,0.3984,0.0195,NEUTRAL
