template_id,segment_id,lifecycle_stage,goal,theme,notification_window,total_sends,total_opens,total_engagements,ctr,engagement_rate,uninstall_rate,performance_status
T_64,Casual Inactive,trial,conversion,accomplishment,evening,4178,821,293,0.1965,0.3578,0.0190,NEUTRAL
T_65,Casual Inactive,paid,retention,accomplishment,evening,2956,210,26,0.0711,0.1243,0.0297,BAD
T_66,Casual Inactive,paid,retention,accomplishment,evening,1635,114,35,0.0699,0.3096,0.0219,NEUTRAL
T_67,Casual Inactive,paid,retention,accomplishment,evening,3509,286,46,0.0816,0.1622,0.0249,BAD
T_68,Casual Inactive,paid,retention,accomplishment,evening,851,129,75,0.1519,0.5885,0.0046,GOOD
T_69,Casual Inactive,paid,retention,accomplishment,evening,3065,504,118,0.1647,0.2361,0.0216,NEUTRAL
T_70,Casual Inactive,churned,reactivation,accomplishment,evening,1322,223,102,0.1692,0.4610,0.0026,GOOD
T_71,Casual Inactive,churned,reactivation,accomplishment,evening,4910,1067,347,0.2174,0.3257,0.0173,NEUTRAL
T_72,Casual Inactive,churned,reactivation,accomplishment,evening,4747,1010,399,0.2128,0.3960,0.0131,NEUTRAL
T_73,Casual Inactive,churned,reactivation,accomplishment,evening,4646,975,337,0.2099,0.3463,0.0127,NEUTRAL
T_74,Casual Inactive,churned,reactivation,accomplishment,evening,3646,307,40,0.0842,0.1333,0.0395,BAD
T_75,Casual Inactive,inactive,re-engagement,accomplishment,evening,3433,601,174,0.1753,0.2907,0.0144,NEUTRAL
T_76,Casual Inactive,inactive,re-engagement,accomplishment,evening,3549,904,573,0.2549,0.6345,0.0055,GOOD
T_77,Casual Inactive,inactive,re-engagement,accomplishment,evening,1362,20,2,0.0154,0.1492,0.0257,BAD
T_78,Casual Inactive,inactive,re-engagement,accomplishment,evening,4983,1542,826,0.3096,0.5360,0.0115,GOOD
T_79,Casual Inactive,inactive,re-engagement,accomplishment,evening,2833,194,38,0.0687,0.1984,0.0301,BAD
T_80,Dedicated Explorers,trial,conversion,accomplishment,evening,3596,299,33,0.0833,0.1110,0.0273,BAD
T_81,Dedicated Explorers,trial,conversion,accomplishment,evening,3891,732,281,0.1883,0.3840,0.0228,NEUTRAL
T_82,Dedicated Explorers,trial,conversion,accomplishment,evening,1217,17,5,0.0140,0.3441,0.0183,BAD
T_83,Dedicated Explorers,trial,conversion,accomplishment,evening,3817,1007,593,0.2640,0.5896,0.0025,GOOD
T_84,Dedicated Explorers,trial,conversion,accomplishment,evening,4810,1032,300,0.2146,0.2913,0.0098,NEUTRAL
T_85,Dedicated Explorers,paid,retention,accomplishment,evening,1466,257,149,0.1754,0.5798,0.0137,GOOD
T_86,Dedicated Explorers,paid,retention,accomplishment,evening,1513,101,44,0.0670,0.4434,0.0171,NEUTRAL
T_87,Dedicated Explorers,paid,retention,accomplishment,evening,2104,47,12,0.0224,0.2660,0.0248,BAD
T_88,Dedicated Explorers,paid,retention,accomplishment,evening,3796,184,28,0.0485,0.1563,0.0364,BAD
T_89,Dedicated Explorers,paid,retention,accomplishment,evening,2826,193,15,0.0686,0.0816,0.0269,BAD
T_90,Dedicated Explorers,churned,reactivation,accomplishment,evening,1414,91,28,0.0646,0.3128,0.0140,NEUTRAL
T_91,Dedicated Explorers,churned,reactivation,accomplishment,evening,1734,319,142,0.1843,0.4457,0.0129,GOOD
T_92,Dedicated Explorers,churned,reactivation,accomplishment,evening,1535,103,56,0.0675,0.5488,0.0167,NEUTRAL
T_93,Dedicated Explorers,churned,reactivation,accomplishment,evening,2904,203,16,0.0701,0.0813,0.0164,BAD
T_94,Dedicated Explorers,churned,reactivation,accomplishment,evening,4889,288,46,0.0589,0.1627,0.0189,BAD
T_95,Dedicated Explorers,inactive,re-engagement,accomplishment,evening,887,46,22,0.0521,0.4858,0.0211,NEUTRAL
T_96,Dedicated Explorers,inactive,re-engagement,accomplishment,evening,1982,42,6,0.0213,0.1498,0.0378,BAD
T_97,Dedicated Explorers,inactive,re-engagement,accomplishment,evening,4449,243,38,0.0548,0.1588,0.0377,BAD
T_98,Dedicated Explorers,inactive,re-engagement,accomplishment,evening,4042,778,269,0.1926,0.3469,0.0187,NEUTRAL
T_99,Dedicated Explorers,inactive,re-engagement,accomplishment,evening,4728,271,36,0.0574,0.1356,0.0150,BAD
T_100,Dormant Accounts,trial,conversion,accomplishment,evening,2250,460,277,0.2048,0.6035,0.0057,GOOD
T_101,Dormant Accounts,trial,conversion,accomplishment,evening,4192,1166,620,0.2782,0.5326,0.0048,GOOD
T_102,Dormant Accounts,trial,conversion,accomplishment,evening,4575,1339,643,0.2927,0.4804,0.0046,GOOD
T_103,Dormant Accounts,trial,conversion,accomplishment,evening,3439,858,470,0.2498,0.5479,0.0043,GOOD
T_104,Dormant Accounts,trial,conversion,accomplishment,evening,1636,114,30,0.0699,0.2668,0.0148,NEUTRAL
T_105,Dormant Accounts,paid,retention,accomplishment,evening,4939,293,58,0.0594,0.1985,0.0152,BAD
T_106,Dormant Accounts,paid,retention,accomplishment,evening,3846,1023,583,0.2662,0.5707,0.0103,GOOD
T_107,Dormant Accounts,paid,retention,accomplishment,evening,2708,179,32,0.0664,0.1839,0.0207,BAD
T_108,Dormant Accounts,paid,retention,accomplishment,evening,4482,246,25,0.0551,0.1052,0.0353,BAD
T_109,Dormant Accounts,paid,retention,accomplishment,evening,4724,1002,266,0.2121,0.2662,0.0210,NEUTRAL
T_110,Dormant Accounts,churned,reactivation,accomplishment,evening,2355,204,71,0.0870,0.3501,0.0182,NEUTRAL
T_111,Dormant Accounts,churned,reactivation,accomplishment,evening,4545,1306,658,0.2875,0.5038,0.0084,GOOD
T_112,Dormant Accounts,churned,reactivation,accomplishment,evening,1138,184,108,0.1624,0.5895,0.0024,GOOD
T_113,Dormant Accounts,churned,reactivation,accomplishment,evening,1343,20,2,0.0152,0.1109,0.0194,BAD
T_114,Dormant Accounts,churned,reactivation,accomplishment,evening,1262,76,31,0.0610,0.4129,0.0142,NEUTRAL
T_115,Dormant Accounts,inactive,re-engagement,accomplishment,evening,961,51,19,0.0538,0.3751,0.0228,NEUTRAL
T_116,Dormant Accounts,inactive,re-engagement,accomplishment,evening,4390,237,45,0.0542,0.1925,0.0233,BAD
T_117,Dormant Accounts,inactive,re-engagement,accomplishment,evening,988,53,16,0.0545,0.3102,0.0166,NEUTRAL
T_118,Dormant Accounts,inactive,re-engagement,accomplishment,evening,2436,517,227,0.2124,0.4392,0.0102,GOOD
T_119,Dormant Accounts,inactive,re-engagement,accomplishment,evening,1494,99,44,0.0665,0.4491,0.0100,NEUTRAL
T_120,Elite Performers,trial,conversion,accomplishment,evening,4019,771,298,0.1920,0.3870,0.0174,NEUTRAL
T_121,Elite Performers,trial,conversion,accomplishment,evening,4743,1418,710,0.2991,0.5013,0.0030,GOOD
T_122,Elite Performers,trial,conversion,accomplishment,evening,4416,897,334,0.2033,0.3732,0.0111,NEUTRAL
T_123,Elite Performers,trial,conversion,accomplishment,evening,2827,193,20,0.0686,0.1087,0.0166,BAD
T_124,Elite Performers,trial,conversion,accomplishment,evening,4478,918,302,0.2051,0.3293,0.0172,NEUTRAL
T_125,Elite Performers,paid,retention,accomplishment,evening,4187,1169,679,0.2792,0.5810,0.0102,GOOD
T_126,Elite Performers,paid,retention,accomplishment,evening,4066,207,29,0.0511,0.1405,0.0264,BAD
T_127,Elite Performers,paid,retention,accomplishment,evening,1497,99,29,0.0666,0.2994,0.0090,NEUTRAL
T_128,Elite Performers,paid,retention,accomplishment,evening,1085,13,3,0.0127,0.2330,0.0258,BAD
T_129,Elite Performers,paid,retention,accomplishment,evening,1522,102,50,0.0672,0.4963,0.0148,NEUTRAL
T_130,Elite Performers,churned,reactivation,accomplishment,evening,4366,881,243,0.2019,0.2760,0.0144,NEUTRAL
T_131,Elite Performers,churned,reactivation,accomplishment,evening,2859,283,154,0.0990,0.5466,0.0202,NEUTRAL
T_132,Elite Performers,churned,reactivation,accomplishment,evening,3565,638,146,0.1790,0.2303,0.0212,NEUTRAL
T_133,Elite Performers,churned,reactivation,accomplishment,evening,3693,946,460,0.2563,0.4865,0.0053,GOOD
T_134,Elite Performers,churned,reactivation,accomplishment,evening,4104,797,265,0.1944,0.3325,0.0181,NEUTRAL
T_135,Elite Performers,inactive,re-engagement,accomplishment,evening,4520,932,259,0.2063,0.2788,0.0142,NEUTRAL
T_136,Elite Performers,inactive,re-engagement,accomplishment,evening,4522,933,341,0.2063,0.3663,0.0215,NEUTRAL
T_137,Elite Performers,inactive,re-engagement,accomplishment,evening,2641,247,92,0.0938,0.3727,0.0209,NEUTRAL
T_138,Elite Performers,inactive,re-engagement,accomplishment,evening,3666,666,234,0.1819,0.3528,0.0096,NEUTRAL
T_139,Elite Performers,inactive,re-engagement,accomplishment,evening,2489,224,86,0.0902,0.3862,0.0168,NEUTRAL
T_140,Engaged Contributors,trial,conversion,accomplishment,evening,3186,535,124,0.1682,0.2327,0.0184,NEUTRAL
T_141,Engaged Contributors,trial,conversion,accomplishment,evening,2693,177,17,0.0661,0.1010,0.0244,BAD
T_142,Engaged Contributors,trial,conversion,accomplishment,evening,1537,103,56,0.0676,0.5471,0.0163,NEUTRAL
T_143,Engaged Contributors,trial,conversion,accomplishment,evening,3213,244,32,0.0760,0.1336,0.0281,BAD
T_144,Engaged Contributors,trial,conversion,accomplishment,evening,4143,810,245,0.1955,0.3030,0.0094,NEUTRAL
T_145,Engaged Contributors,paid,retention,accomplishment,evening,3671,310,61,0.0847,0.2000,0.0336,BAD
T_146,Engaged Contributors,paid,retention,accomplishment,evening,2009,43,14,0.0215,0.3360,0.0225,BAD
T_147,Engaged Contributors,paid,retention,accomplishment,evening,1907,366,152,0.1923,0.4154,0.0101,GOOD
T_148,Engaged Contributors,paid,retention,accomplishment,evening,1283,18,5,0.0146,0.3302,0.0384,BAD
T_149,Engaged Contributors,paid,retention,accomplishment,evening,3954,751,168,0.1901,0.2246,0.0152,NEUTRAL
T_150,Engaged Contributors,churned,reactivation,accomplishment,evening,1920,39,11,0.0207,0.2859,0.0392,BAD
T_151,Engaged Contributors,churned,reactivation,accomplishment,evening,3093,227,13,0.0737,0.0608,0.0265,BAD
T_152,Engaged Contributors,churned,reactivation,accomplishment,evening,2819,193,20,0.0685,0.1057,0.0242,BAD
T_153,Engaged Contributors,churned,reactivation,accomplishment,evening,4937,1077,418,0.2182,0.3886,0.0188,NEUTRAL
T_154,Engaged Contributors,churned,reactivation,accomplishment,evening,2905,660,396,0.2273,0.6002,0.0121,GOOD
T_155,Engaged Contributors,inactive,re-engagement,accomplishment,evening,3253,249,14,0.0767,0.0602,0.0244,BAD
T_156,Engaged Contributors,inactive,re-engagement,accomplishment,evening,3599,924,576,0.2568,0.6238,0.0054,GOOD
T_157,Engaged Contributors,inactive,re-engagement,accomplishment,evening,4140,1148,715,0.2775,0.6236,0.0099,GOOD
T_158,Engaged Contributors,inactive,re-engagement,accomplishment,evening,1745,33,10,0.0190,0.3112,0.0233,BAD
T_159,Engaged Contributors,inactive,re-engagement,accomplishment,evening,1412,91,25,0.0646,0.2764,0.0143,NEUTRAL
T_160,Focused Participants,trial,conversion,accomplishment,evening,1600,110,44,0.0691,0.4080,0.0117,NEUTRAL
T_161,Focused Participants,trial,conversion,accomplishment,evening,1527,102,31,0.0673,0.3096,0.0178,NEUTRAL
T_162,Focused Participants,trial,conversion,accomplishment,evening,4670,983,377,0.2106,0.3837,0.0134,NEUTRAL
T_163,Focused Participants,trial,conversion,accomplishment,evening,2543,232,81,0.0915,0.3513,0.0193,NEUTRAL
T_164,Focused Participants,trial,conversion,accomplishment,evening,1630,113,60,0.0698,0.5342,0.0222,NEUTRAL
T_165,Focused Participants,paid,retention,accomplishment,evening,1192,16,2,0.0137,0.1677,0.0298,BAD
T_166,Focused Participants,paid,retention,accomplishment,evening,2612,168,21,0.0645,0.1277,0.0366,BAD
T_167,Focused Participants,paid,retention,accomplishment,evening,2546,233,59,0.0916,0.2538,0.0161,NEUTRAL
T_168,Focused Participants,paid,retention,accomplishment,evening,2070,166,54,0.0803,0.3283,0.0195,NEUTRAL
T_169,Focused Participants,paid,retention,accomplishment,evening,2306,478,216,0.2075,0.4534,0.0080,GOOD
T_170,Focused Participants,churned,reactivation,accomplishment,evening,2399,211,58,0.0881,0.2789,0.0196,NEUTRAL
T_171,Focused Participants,churned,reactivation,accomplishment,evening,4228,836,187,0.1979,0.2248,0.0159,NEUTRAL
T_172,Focused Participants,churned,reactivation,accomplishment,evening,4169,818,218,0.1963,0.2677,0.0188,NEUTRAL
T_173,Focused Participants,churned,reactivation,accomplishment,evening,3766,181,24,0.0483,0.1372,0.0260,BAD
T_174,Focused Participants,churned,reactivation,accomplishment,evening,4906,290,43,0.0591,0.1511,0.0161,BAD
T_175,Focused Participants,inactive,re-engagement,accomplishment,evening,1843,36,3,0.0199,0.1093,0.0225,BAD
T_176,Focused Participants,inactive,re-engagement,accomplishment,evening,4479,918,222,0.2051,0.2429,0.0128,NEUTRAL
T_177,Focused Participants,inactive,re-engagement,accomplishment,evening,2850,650,329,0.2283,0.5068,0.0116,GOOD
T_178,Focused Participants,inactive,re-engagement,accomplishment,evening,1697,121,31,0.0714,0.2591,0.0175,NEUTRAL
T_179,Focused Participants,inactive,re-engagement,accomplishment,evening,4853,1478,718,0.3047,0.4860,0.0040,GOOD
T_180,Intermediate Masters,trial,conversion,accomplishment,evening,3052,501,115,0.1644,0.2298,0.0228,NEUTRAL
T_181,Intermediate Masters,trial,conversion,accomplishment,evening,2804,273,140,0.0977,0.5135,0.0117,NEUTRAL
T_182,Intermediate Masters,trial,conversion,accomplishment,evening,3063,504,199,0.1647,0.3952,0.0170,NEUTRAL
T_183,Intermediate Masters,trial,conversion,accomplishment,evening,4208,220,31,0.0525,0.1426,0.0182,BAD
T_184,Intermediate Masters,trial,conversion,accomplishment,evening,4837,1463,634,0.3026,0.4339,0.0036,GOOD
T_185,Intermediate Masters,paid,retention,accomplishment,evening,971,11,1,0.0116,0.1164,0.0260,BAD
T_186,Intermediate Masters,paid,retention,accomplishment,evening,3750,180,16,0.0481,0.0889,0.0340,BAD
T_187,Intermediate Masters,paid,retention,accomplishment,evening,4949,1525,750,0.3083,0.4924,0.0049,GOOD
T_188,Intermediate Masters,paid,retention,accomplishment,evening,1836,137,34,0.0747,0.2513,0.0206,NEUTRAL
T_189,Intermediate Masters,paid,retention,accomplishment,evening,2885,201,27,0.0697,0.1372,0.0150,BAD
T_190,Intermediate Masters,churned,reactivation,accomplishment,evening,3191,537,136,0.1683,0.2535,0.0110,NEUTRAL
T_191,Intermediate Masters,churned,reactivation,accomplishment,evening,4700,993,207,0.2114,0.2092,0.0217,NEUTRAL
T_192,Intermediate Masters,churned,reactivation,accomplishment,evening,3218,244,41,0.0761,0.1694,0.0173,BAD
T_193,Intermediate Masters,churned,reactivation,accomplishment,evening,2995,215,28,0.0718,0.1309,0.0220,BAD
T_194,Intermediate Masters,churned,reactivation,accomplishment,evening,2171,50,9,0.0231,0.1841,0.0236,BAD
T_195,Intermediate Masters,inactive,re-engagement,accomplishment,evening,4324,867,316,0.2007,0.3650,0.0215,NEUTRAL
T_196,Intermediate Masters,inactive,re-engagement,accomplishment,evening,4992,1547,764,0.3100,0.4945,0.0027,GOOD
T_197,Intermediate Masters,inactive,re-engagement,accomplishment,evening,3440,276,35,0.0803,0.1283,0.0194,BAD
T_198,Intermediate Masters,inactive,re-engagement,accomplishment,evening,4707,996,339,0.2116,0.3407,0.0167,NEUTRAL
T_199,Intermediate Masters,inactive,re-engagement,accomplishment,evening,3187,536,211,0.1682,0.3953,0.0196,NEUTRAL
T_200,Moderate Learners,trial,conversion,accomplishment,evening,4992,1097,289,0.2198,0.2642,0.0135,NEUTRAL
T_201,Moderate Learners,trial,conversion,accomplishment,evening,3853,189,17,0.0491,0.0906,0.0368,BAD
T_202,Moderate Learners,trial,conversion,accomplishment,evening,3951,197,23,0.0500,0.1188,0.0226,BAD
T_203,Moderate Learners,trial,conversion,accomplishment,evening,3714,966,400,0.2602,0.4149,0.0034,GOOD
T_204,Moderate Learners,trial,conversion,accomplishment,evening,3811,185,34,0.0487,0.1876,0.0227,BAD
T_205,Moderate Learners,paid,retention,accomplishment,evening,3574,914,436,0.2559,0.4778,0.0108,GOOD
T_206,Moderate Learners,paid,retention,accomplishment,evening,4286,1212,720,0.2830,0.5943,0.0027,GOOD
T_207,Moderate Learners,paid,retention,accomplishment,evening,2054,164,64,0.0799,0.3943,0.0186,NEUTRAL
T_208,Moderate Learners,paid,retention,accomplishment,evening,2739,263,80,0.0962,0.3048,0.0132,NEUTRAL
T_209,Moderate Learners,paid,retention,accomplishment,evening,1920,147,37,0.0767,0.2517,0.0159,NEUTRAL
T_210,Moderate Learners,churned,reactivation,accomplishment,evening,1806,133,42,0.0740,0.3204,0.0129,NEUTRAL
T_211,Moderate Learners,churned,reactivation,accomplishment,evening,3158,747,337,0.2366,0.4521,0.0026,GOOD
T_212,Moderate Learners,churned,reactivation,accomplishment,evening,4894,1061,296,0.2170,0.2797,0.0131,NEUTRAL
T_213,Moderate Learners,churned,reactivation,accomplishment,evening,1666,30,3,0.0183,0.1259,0.0387,BAD
T_214,Moderate Learners,churned,reactivation,accomplishment,evening,3591,645,205,0.1797,0.3193,0.0155,NEUTRAL
T_215,Moderate Learners,inactive,re-engagement,accomplishment,evening,2427,61,10,0.0255,0.1663,0.0386,BAD
T_216,Moderate Learners,inactive,re-engagement,accomplishment,evening,2073,45,6,0.0221,0.1547,0.0386,BAD
T_217,Moderate Learners,inactive,re-engagement,accomplishment,evening,1198,197,83,0.1652,0.4248,0.0101,GOOD
T_218,Moderate Learners,inactive,re-engagement,accomplishment,evening,3047,221,37,0.0728,0.1704,0.0370,BAD
T_219,Moderate Learners,inactive,re-engagement,accomplishment,evening,2589,239,122,0.0926,0.5121,0.0110,NEUTRAL
T_220,Occasional Seekers,trial,conversion,accomplishment,evening,2959,210,20,0.0711,0.0983,0.0284,BAD
T_221,Occasional Seekers,trial,conversion,accomplishment,evening,2789,628,358,0.2252,0.5711,0.0040,GOOD
T_222,Occasional Seekers,trial,conversion,accomplishment,evening,4700,993,377,0.2114,0.3799,0.0098,NEUTRAL
T_223,Occasional Seekers,trial,conversion,accomplishment,evening,4864,1476,602,0.3036,0.4083,0.0110,GOOD
T_224,Occasional Seekers,trial,conversion,accomplishment,evening,4717,1405,659,0.2981,0.4691,0.0035,GOOD
T_225,Occasional Seekers,paid,retention,accomplishment,evening,2442,519,318,0.2127,0.6142,0.0068,GOOD
T_226,Occasional Seekers,paid,retention,accomplishment,evening,2419,61,14,0.0254,0.2382,0.0253,BAD
T_227,Occasional Seekers,paid,retention,accomplishment,evening,1543,275,141,0.1784,0.5141,0.0079,GOOD
T_228,Occasional Seekers,paid,retention,accomplishment,evening,992,54,15,0.0546,0.2882,0.0094,NEUTRAL
T_229,Occasional Seekers,paid,retention,accomplishment,evening,3115,742,398,0.2384,0.5364,0.0119,GOOD
T_230,Occasional Seekers,churned,reactivation,accomplishment,evening,4054,782,246,0.1930,0.3147,0.0190,NEUTRAL
T_231,Occasional Seekers,churned,reactivation,accomplishment,evening,3369,265,33,0.0789,0.1265,0.0186,BAD
T_232,Occasional Seekers,churned,reactivation,accomplishment,evening,3659,309,34,0.0845,0.1108,0.0235,BAD
T_233,Occasional Seekers,churned,reactivation,accomplishment,evening,4444,907,299,0.2041,0.3307,0.0219,NEUTRAL
T_234,Occasional Seekers,churned,reactivation,accomplishment,evening,1643,115,30,0.0701,0.2660,0.0103,NEUTRAL
T_235,Occasional Seekers,inactive,re-engagement,accomplishment,evening,1666,117,37,0.0706,0.3196,0.0122,NEUTRAL
T_236,Occasional Seekers,inactive,re-engagement,accomplishment,evening,1081,13,3,0.0127,0.2400,0.0388,BAD
T_237,Occasional Seekers,inactive,re-engagement,accomplishment,evening,2237,188,103,0.0842,0.5481,0.0229,NEUTRAL
T_238,Occasional Seekers,inactive,re-engagement,accomplishment,evening,1471,24,7,0.0164,0.3323,0.0152,BAD
T_239,Occasional Seekers,inactive,re-engagement,accomplishment,evening,4687,1398,743,0.2983,0.5316,0.0133,GOOD
T_240,Power Achievers,trial,conversion,accomplishment,evening,1122,64,21,0.0577,0.3346,0.0219,NEUTRAL
T_241,Power Achievers,trial,conversion,accomplishment,evening,2918,671,407,0.2301,0.6068,0.0090,GOOD
